id,label,text
107,nao_argumento,"Posteriormente, conforme as necessidades das épocas, tal máquina passou a desempenhar e ampliar suas funções."
112,nao_argumento,"Dessa forma, percebe-se a forte presença e necessidade dos aparatos tecnológicos no cotidiano da sociedade."
115,nao_argumento,"Sendo assim, tem-se uma necessidade de amenizar esse intenso contato da máquina com o homem para que esse possa ter o controle de suas decisões e não se tornar submisso às influências digitais."
119,nao_argumento,"Feito isso, a invenção engenhosa do Alan Turing será mais benéfica a conjuntura social."
120,nao_argumento,"Em 2014, um simples quiz denominado de “thisisyourdigitallife”, acessado por meio do Facebook, influiu à vitória de Donald Trump nas eleições estadunidenses, e 4 anos mais tarde, nos escândalos envolvendo o vazamento de dados dos usuários dessa rede social."
122,nao_argumento,"Indubitavelmente, a internet, sob o viés da Era dos Algoritmos, assume contornos específicos na vida do usuário, que tende pela praticidade e abrangência desses artifícios tecnológicos, a solucionar problemas de seu cotidiano, já que seus dados se transformam em informações de grande valor às empresas."
128,nao_argumento,A velha máxima de Fernando Pessoa em que ele diz “ser homem é ser insatisfeito” é bastante perceptível ao olharmos todas as invenções feitas.
129,nao_argumento,"Roda, imprensa de Guttemberg, até os revolucionários Iphones de Steve Jobs."
130,nao_argumento,"Nos dias de hoje, porém, a inteligência artificial baseada em códigos binários domina o mundo."
132,nao_argumento,"De inicio, vale ressaltar o quão benéfico para nós essa tecnologia é. Mesmo tendo um reconhecimento de recomendações baseadas em nosso histórico de compras, likes, joinhas é incrível como o trabalho dos algoritmos impacta inimagináveis esferas da sociedade."
133,nao_argumento,"Talvez um grande exemplo disso esteja no audio/visual, quando em uma entrevista um dos responsáveis pelo conteúdo da netflix falou que a serie “Stranger Things” foi baseada em cima das maiores categorias do serviço: crianças, grupos, mistério e suspense."
134,nao_argumento,No entanto cabe a recomendação de não ficarmos presos ao senso comum.
135,nao_argumento,Divergente a isso é necessário lembrar das implicações dessas sequências de código binário.
137,nao_argumento,Assim é de fácil compreensão o exito das famosas fake news que em diferentes campos nos afeta.
138,nao_argumento,Seja na saúde via o movimento antivacina ou até em questões políticas como a cambridge analítica que foi decisiva na separação do Reino Unido da União Europeia Brexit e nas últimas eleições americanas vencida por Donald Trump.
139,nao_argumento,"Fica evidente, portanto, a inegável força dos algoritmos em nossas vidas seja para o bem ou para o mal."
140,nao_argumento,"Com a finalidade de minimizar os problemas, tais medidas devem ser tomadas."
142,nao_argumento,"Assim, a insatisfação do poeta dos heterônimos e a nossa poderiam continuar sem a menor preocupação de permanecermos com a nossa miopia."
147,nao_argumento,Essa atitude proporciona ao indivíduo uma falsa ideia de escolha visto que ele está sendo induzido pela rede.
148,nao_argumento,Um exemplo disso são os anúncios localizados nos sites que são personalizados a partir de pesquisas anteriores.
152,nao_argumento,Pode-se tomar como exemplo a opinião distorcida que consumismo é algo bom.
153,nao_argumento,"Assim sendo, a internet é uma benéfica peça de pesquisa e de propagação de conteúdo."
154,nao_argumento,"Contudo, pode-se tornar influenciadora de opinião e de manipulação do comportamento do usuário."
157,nao_argumento,E é imprenscíndivel haver uma maior transparência dos sites e aplicativos com o uso dos dados do usuário.
158,nao_argumento,Dessa maneira será possível combater a manipulação a internet.
159,nao_argumento,"A Declaração Universal dos Direitos Humanos, promulgada em 1948 pela ONU, garante a todo indivíduo o direito à liberdade de escolha e ao bem-estar social."
161,nao_argumento,"Dessa forma, medidas são necessárias para atenuar esse revés."
164,nao_argumento,"Isso é ratificado, por exemplo, no caso da empresa britânica Cambrigde Analytica, a qual selecionava e organizava os fatos e opiniões que chegavam a cada usuário do Facebook."
166,nao_argumento,"Isso já que esta produz e dissemina anúncios e propagadas, as quais exaltam e repassam ideias fantasiosas sobre as qualidades dos bens ou serviço oferecidos, a fim de estimular seus consumos."
167,nao_argumento,"Mas também, esconde e restringe o acesso aos outros para que estes não representem uma ameaça as vendas dos primeiros."
168,nao_argumento,"Logo, urge que medidas sejam tomadas, pois é inaceitável que tal situação ocorra."
169,nao_argumento,"É evidente, portanto, que medidas sejam tomadas, para que o direito de liberdade de escolha do indivíduo seja de fato respeitado."
171,nao_argumento,"E, assim, os direitos resguardados pela ONU sejam de fato colocados em prática."
172,nao_argumento,"A atual Constituição Federal, sancionada em 1988, assegura direitos de cidadania aos nativos como competências do governo brasileiro."
173,nao_argumento,"Em oposição a tal preceito, a população indígena ainda luta diante dos desafios decorrentes da negligência nacional."
176,nao_argumento,"Isso ficou evidente durante o governo militar de Médici, no qual realizaram-se construções de estradas como a Transamazônica, usinas hidrelétricas e um intenso desmatamento para atividades agropecuárias, afetando, portanto, o espaço de moradia dos povos indígenas, acarretando no seu deslocamento para outras áreas."
177,nao_argumento,"Dessa forma, percebe-se o impacto dos interesses capitalistas em detrimento dos direitos sociais dos ameríndios, uma vez que tira deles o direito de permanecer em seu lugar de origem."
180,nao_argumento,"Sendo assim, é preciso desconstruir os estereótipos firmados e se atentar às verdadeiras origens e necessidades desse povo, com o fito de preservar essa cultura que compõe a identidade nacional."
184,nao_argumento,"Feito isso, o Brasil estará cumprindo com os preceitos da atual Constituição cidadã."
185,nao_argumento,Nas palavras de Oswaldo de Andrade: “Quando o português chegou debaixo duma bruta chuva vestiu o índio que pena!
186,nao_argumento,Fosse uma manhã de sol o índio tinha despido”.
188,nao_argumento,"Um exemplo notável foi a chegada dos Jesuítas ao Brasil, e a catequização proporcionada pelos mesmos como forma de tornar os índios acessíveis aos seus interesses, como intensificação de fieis e a exploração de ouro."
193,nao_argumento,"Dessa forma, nota-se que mudanças são necessárias para resolver esse empasse."
196,nao_argumento,"Pois, os índios são parte constituinte do Brasil, e precisam ser mais valorizado pela sociedade."
197,nao_argumento,"Ao descrever a personagem Iracema no livro de mesmo nome, sob um olhar nacionalista, José de Alencar caracteriza a principal expressão literária da época, denominada de Indianismo."
198,nao_argumento,"Tal movimento, com aspectos ufanistas, torna o índio a figura central do país recém independente, a fim de se criar uma identidade cultural ao Brasil."
200,nao_argumento,"Nesse sentido, por meio da perífrase “a virgem dos lábios de mel” o autor atenua a inocência atribuída a figura indígena, exemplificado pela exploração do colonizador sobre esse grupo."
210,nao_argumento,"Segundo a Organização das Nações Unidas para a Educação, a Ciência e a Cultura – UNESCO: “a representatividade indígena constitui alicerce cultural e histórico dentro do país."
215,nao_argumento,"Por isso, às vezes não falta conscientização, mas sensibilidade e caráter na construção de um país ético e democrático."
217,nao_argumento,E como já dizia o antropólogo Darcy Ribeiro: “fomos nós que criamos o problema indígena”.
218,nao_argumento,"Logo, é dever de Estado estabelecer diretrizes constitucionais sérias e eficazes aos povos tradicionais."
220,nao_argumento,"Com base nessas considerações, as discussões envolvendo os índios geram problemáticas sérias, sejam pela falta de uma gestão política comprometida ou interesses capitalistas de grandes empresas."
221,nao_argumento,"Todavia, outras soluções seriam imprescindíveis para resolver o impasse."
224,nao_argumento,"Isto posto, uma nova geração de cidadãos equacionarão um país mais justo e politicamente correto."
225,nao_argumento,"Ao se pensar a respeito dos desafios dos povos indígenas no Brasil, é possível afirmar que ainda existem muitas barreiras a serem superadas."
226,nao_argumento,Isso aponta para a necessidade de um trabalho maior feito pelo estado em prol da proteção e igualdade desses povos.
228,nao_argumento,"Mesmo sendo resguardado o direito na Constituição Federal de 1988, os índios ainda sofrem injustiças."
236,nao_argumento,"Assim, a necessidade apontada inicialmente se mostra ainda mais premente, em virtude de existir essa insegurança em relação às terras, às dificuldades de locomoção e a omissão do Estado em alguns aspectos."
247,nao_argumento,"É evidente, portanto, que medidas devem ser tomadas, a fim de garantir a manutenção e proteção do patrimônio histórico."
249,nao_argumento,O Museu do Louvre é o maior museu de arte do mundo e também o mais visitado.
250,nao_argumento,"Sendo um monumento histórico em Paris, e um marco central na cidade, localizado no Palácio do Louvre, construído como uma fortaleza no final do século XII ao XIII sob o reinado de Felipe II, localizado as margens a direita do rio Sena."
251,nao_argumento,"Durante a Revolução Francesa, a Assembleia Nacional Constituinte decretou que o Louvre deveria ser usado como um museu para exibir as obras primas da nação."
252,nao_argumento,"O museu foi crescendo cada vez mais por intermédio de doações de antiguidades egípcias, gregas, artes islâmicas, artes decorativas, desenhos, impressões e pinturas."
268,nao_argumento,"Em primeira análise, deve-se pontuar o estudo da história em âmbito escolar."
276,nao_argumento,"Portanto, observa-se a importância do acervo histórico brasileiro através da compreensão da história nacional."
279,nao_argumento,"Dessa forma, o Brasil poderá consolidar a valorização de seu patrimônio histórico."
280,nao_argumento,"O acervo do conhecimento que se tem acerca da história da humanidade é possibilitado pelas instituições que preservam elementos históricos, tais como museus."
281,nao_argumento,"Entretanto, gerações atuais se encontram no desafio de manter tais monumentos a fim de permitir sua continuidade."
289,nao_argumento,"Destarte, o físico Isaac Newton já dizia que um corpo tende a permanecer inerte até que uma força atue sobre ele."
290,nao_argumento,"Em coadunação com tal preceito, urge a necessidade de medidas eficazes para evitar a inércia dos impasses."
293,nao_argumento,"Feito isso, permitir-se-á o progresso da educação."
294,nao_argumento,"Sob a ótica mendeliana, a genética determina a hereditariedade das espécies, as quais carregam e transmitem características aos seus descendentes."
295,nao_argumento,"Em coadunação a tal preceito, o patrimônio histórico desempenha papel semelhante, uma vez que transmite à nova geração elementos dos seus antepassados."
305,nao_argumento,"Feito isso, a genética patrimonial será hereditária."
313,nao_argumento,"Entretanto, as críticas ao uso de pesticidas gera um impasse de difícil discussão."
315,nao_argumento,"Para a HRW, esse aumento pode ter ligação direta com o consumo de alimentos produzidos com o uso de defensivos químicos."
316,nao_argumento,"Por estar no topo da cadeia alimentar, a espécie humana ingere, através da bioacumulação, os agrotóxicos acumulados em todos os outros níveis tróficos da teia alimentar."
318,nao_argumento,A morte de milhares de pássaros silvestres nas regiões banhadas por venenos agrícolas é um reflexo direto dos danos ambientais acarretados por essa prática.
320,nao_argumento,"Segundo o cientista americano Carl Sagan, a ciência deve ser vista como uma vela no meio da escuridão."
322,nao_argumento,"Com essa prática de biopesticidas, o uso de venenos será reduzido e até mesmo extinto."
324,nao_argumento,"Dessa forma, a plantação é reduzida e as pestes tem menor potencial de afetar grandes áreas de cultivo, além de garantir que alimentos livres de agrotóxicos sejam mais frequentes na mesa dos brasileiros."
329,nao_argumento,"Nesse contexto, percebe-se um debate contínuo no cenário brasileiro quanto ao uso de herbicidas, fungicidas e outros."
337,nao_argumento,"Realizando essas medidas, os indivíduos em sociedade terão uma vida mais próspera e isenta de malefícios."
338,nao_argumento,Um dos planos maléficos da madrasta — personagem antagonista do conto Branca de neve e os sete anões — é o de assassinar a adorável Branca de neve através de uma maçã envenenada.
343,nao_argumento,"Portanto, medidas são necessárias para se resolver essa questão."
346,nao_argumento,Com essas medidas o Brasil estará garantindo que o primeiro setor econômico do país seja saudável à população e ajudará a prevenir o surgimento de enfermidades de origem tóxicas no povo brasileiro.
362,nao_argumento,"Hodiernamente, leis sobre diminuir a burocratização no uso de agrotóxicos nas plantações tramitam no congresso."
368,nao_argumento,"Ao afirmar que a população cresce numa proporção geométrica e maior do que os alimentos ocasionando, portanto, fome no mundo, Thomas Malthus não levou em consideração as novas tecnologias do futuro que iriam invalidar essa sua previsão, tais ferramentas são os agrotóxicos que combatem pragas das plantações e permite uma maior produtividade."
369,nao_argumento,"Dessa forma, é notório o erro que seria proibir o uso desses defensivos já que acarretaria na perda da produção de alimentos."
370,nao_argumento,"Destarte, urge a necessidade de medidas enérgicas para equilibrar os interesses dicotômicos sobre o uso desses químicos."
373,nao_argumento,"Feito isso, espera-se uma melhor harmonização da conjuntura social, já que estará atendendo aos interesses distintos."
374,nao_argumento,A atual Constituição Federal de 1988 assegura o acesso à saúde como direito inalienável de todo cidadão brasileiro.
375,nao_argumento,"Porém, tal condição democrática não anula os empecilhos da situação que o Brasil se encontra diante do aumento das DSTs - Doenças Sexualmente Transmissíveis -."
383,nao_argumento,"Dessa forma, faz-se necessário uma presença maior do quarto setor no combate às DSTs."
384,nao_argumento,"Destarte, segundo o físico Isaac Newton, todo corpo tende a permanecer inerte até que uma força atue sobre ele."
388,nao_argumento,"Feito isso, poder-se-á afirmar que o país oferece mecanismos exitosos para o combate dessas doenças."
389,nao_argumento,"Na colonização do Brasil muitos indígenas morreram por doenças sexualmente transmissíveis, principalmente a sífilis."
390,nao_argumento,"Anos depois, na década de 70, muitos brasileiros morreram por uma nova doença: a AIDS."
393,nao_argumento,"Atualmente, apesar das informações estarem mais disponíveis com o auxílio da internet, muitas informações equivocadas circulam."
395,nao_argumento,"Por exemplo, não é incomum ver adolescentes que acreditam que a camisinha impede a sensação de prazer durante o ato sexual."
397,nao_argumento,Simplesmente dizer para usarem preservativo no carnaval não é suficiente.
399,nao_argumento,Muitos ainda afirmam ter medo de realizar o teste diagnóstico pelos preconceitos e acabam procurando ajuda apenas quando a situação está insustentável e já contaminou terceiros.
400,nao_argumento,"Dessa forma, é perceptível a necessidade de modificação das campanhas de combate às DSTs existentes para que o número de jovens contaminados diminua."
402,nao_argumento,"Assim, ao agir no local onde a maioria da juventude frequenta, o sucesso aumentará e a conscientização se tornará mais efetiva com os argumentos de autoridade dos profissionais de saúde."
403,nao_argumento,O meu prazer agora é risco de vida/ meu sex and drugs não tem nenhum Rock 'n Roll.
404,nao_argumento,"Nesse trecho da canção “Ideologia”, composta e interpretada por Cazuza, faz um jogo de palavras com o “slogan” da juventude dos anos 80 - sexo, drogas e rock 'n roll - para retratar, dentre outros aspectos sociais, a problemática da AIDS, doença, até então, pouco conhecida."
407,nao_argumento,"O cancro mole, HPV e a Gonorréia são alguns exemplos dessas enfermidades."
408,nao_argumento,"Dentre estas, a Síndrome da Imunodeficiência Adquirida (AIDS) é a mais destrutiva, pois, mesmo diante dos avanços na medicina, ainda não possui cura."
409,nao_argumento,"Diante disso, percebe-se a problemática que é o aumento desse tipo de doença entre os jovens brasileiros."
415,nao_argumento,"Assim, o Brasil ajudará a manter seus jovens mais saudáveis."
416,nao_argumento,"Conhecidos no Brasil e no mundo durante as décadas de 1980 e 1990, os cantores Cazuza e Freddie Mercury compartilhavam algo em comum além da música: ambos eram portadores do vírus HIV."
417,nao_argumento,"Por serem soropositivos, os dois viraram símbolos da luta contra a doença, inspirando a juventude a se preservarem."
422,nao_argumento,"Atualmente as campanhas, quando existentes, são realizadas tradicionalmente na TV."
428,nao_argumento,Essa medida tornaria o assunto corriqueiro e presente nos lares.
429,nao_argumento,"Segundo Pitágoras, educar as crianças hoje evita corrigir a sociedade que está por vir."
432,nao_argumento,"Doenças Sexualmente Transmissíveis, ou DSTs, são aquelas doenças transmitidas, principalmente, pelo contato sexual sem uso de camisinha com uma pessoa infectada."
433,nao_argumento,"AIDS, sífilis, gonorreia são exemplos de doenças que devem ser tratadas com ênfase na sociedade, tendo em vista que seus números crescem dia após dia, e a desinformação dos jovens, é o fator preponderante para o aumento desses números."
435,nao_argumento,"Segundo pesquisa divulgada em 2013 pelo PCAP (Pesquisa de Conhecimento, Atitudes e Práticas na população), seis em cada dez jovens entre 15 e 24 anos fez sexo sem preservativo no último ano, sendo que 43,4% não se protegeu durante o sexo casual, ou seja, teve relações sexuais com parceiro não fixo."
439,nao_argumento,Prova dessa distração com esse assunto é o fato que ainda hoje aproximadamente 75% dos jovens não fizeram teste de HIV.
443,nao_argumento,"Só assim, com essa parceria governamental funcionará os esforços para o combate das DSTs entre os jovens."
444,nao_argumento,"No período literário ultrarromântico, a depressão foi predominantemente presente nos poemas e na vida dos poetas, de tal maneira que promoveu o suicídio."
450,nao_argumento,"Não obstante, expositivamente, nos dados da folha, aproximadamente 30 suicídios acontecem por dia no Brasil."
454,nao_argumento,"Consequentemente, promove em um desamparo social que, somado a pressão, impacta diretamente a psique humana, por conseguinte, tendo o potencial de ceifar a própria vida."
455,nao_argumento,"Torna-se evidente, portanto, que o suicídio é um mal para a população brasileira."
469,nao_argumento,"Essas intervenções providenciarão uma rede de apoio à saúde mental do jovem, intencionando prevenir o autocídio."
470,nao_argumento,"Dessa maneira, poder-se-á dizer que a busca pela cessação de vida entre os jovens brasileiros tem lugar apenas nos livros ultrarromânticos."
471,nao_argumento,No limiar do século XXI o suicídio entre os jovens é uma problemática atual e com inúmeros fatores os quais contribuem para tomar a decisão final.
472,nao_argumento,"Assim como no período colonial quando escravos optaram pela morte do que a prosseguir com o trabalho forçado, jovens utilizam o suicídio para a saída de situações que parecem irresolutas."
477,nao_argumento,"Após sofrer com sua vida social o estudante se suicida no colégio, gerando a reflexão por todos os colegas."
480,nao_argumento,"Além disso alguns astros do rock como Kurt Cobain e Chorão, se suicidaram e com o grande alcance de público é inevitável que haja influência."
484,nao_argumento,"Outras medidas devem ser tomadas, mas como diria Oscar Wilde: “O primeiro passo é o mais importante na evolução de um homem ou nação”."
485,nao_argumento,Automutilação; salto de prédios; uso de drogas.
487,nao_argumento,"Os motivos que os levam ao suicídio, por sua vez, são diversos, mas é estimado que o elevado sofrimento é um fato pertinente a isso."
498,nao_argumento,"Desse modo, são muito os fatores que proporcionam o indivíduo a cometer um atentado contra a própria vida, tais como o bulliyng - muito comum a prática entre pessoas com faixa etária de 12 a 24 anos- sofrido no cotidiano escolar, e a exclusão social, seja por gênero ou classe social, por exemplo."
501,nao_argumento,"Por exemplo, nos meios educacionais, onde um determinado aluno é alvo de brincadeiras desagradáveis, e mesmo com a insatisfação que tende a demonstrar, o educador e os demais estudantes não interferem para impedir tal situação e nem mesmo denunciam, na maioria dos casos."
503,nao_argumento,"De maneira análoga, surgem problemas de saúde como a depressão, na qual o autocídio é utilizado para por fim na situação problemática."
513,nao_argumento,"Configurando, dessa forma, diretrizes para desenvolver criticidade e, assim, incutir direitos sociais obrigatórios."
517,nao_argumento,"Logo, é preciso entender que estar sujeito às fake news na contemporaneidade é valer-se da atenção em ler algum artigo, bem como investigar suas fontes remetidas."
522,nao_argumento,"Contudo, resoluções são precisas para resolver o impasse."
524,nao_argumento,"O livro “Notícias: Manual de Usuário”, do escritor americano Alain Botton, revela que na sociedade pós-moderna as notícias são utilizadas não como meio de informação, ou seja, são utilizadas com o objetivo de manipular os leitores."
531,nao_argumento,"Urge, portanto, a necessidade de medidas do Governo e do indivíduo para acabar com as notícias falsas na sociedade brasileira."
534,nao_argumento,"Só assim, as pessoas irão sair da Caverna de Platão, que é a intolerância, entrando para um mundo harmônico, saudável e seguro."
535,nao_argumento,"Nem tudo que circula pelas redes sociais é verdadeiro, embora atualmente seja um dos principais veículos de informação."
537,nao_argumento,Sabe-se que o uso e o impacto das notícias falsas tornaram-se amplos neste século.
544,nao_argumento,"Portanto, a criação de ações que auxiliem a população a identificar notícias falsas faz-se necessária, pois elas só ganham visibilidade e destaque quando compartilhadas por um grande número de pessoas."
548,nao_argumento,"O Facebook, criado por Mark Zuckerberg, é uma das principais redes sociais de divulgação de notícias de diversos sites."
549,nao_argumento,"Não obstante, tais conteúdos nem sempre apresentam veracidade e põe em pauta na atualidade o desafio de se combater as chamadas “fake news”."
553,nao_argumento,"Exemplo disso foi a difusão de uma notícia enganosa e apocalíptica acerca de um suposto planeta, Nibiru, que iria se chocar com a Terra, o qual muitas pessoas acreditaram porque se limitaram a essa informação."
557,nao_argumento,"Sendo assim, as notícias midiáticas, se não reguladas podem impactar nas decisões dos eleitores, sobrepondo o pensamento críticos desses."
558,nao_argumento,"Destarte, urge a necessidade de meios para atenuar a problemática da propagação de conteúdos falsos."
561,nao_argumento,"Desse modo, a caverna pós-moderna dará lugar a um mundo mais amplo e realista, favorável a democracia."
562,nao_argumento,"Com o surgimento de ferramentas online como o Facebook, criado por Mark Zuckerberg, a difusão de notícias passou a ter alcance mundial."
563,nao_argumento,"Por outro lado, assim como foi benéfico à sociedade, uma vez que intensificou a democratização da informação, trouxe também desafios a serem combatidos, tal como a chamada “fake news”."
572,nao_argumento,"Segundo o físico Isaac Newton, um corpo tende a se manter inerte até que uma força atue sobre ele."
573,nao_argumento,"Em coadunação com esse preceito, é mister a necessidade de meios para combater a inércia desse cenário tomado por grande circulação de notícias falsas."
576,nao_argumento,"Feito isso, plataformas como a do Zuckerberg poderá se tornar um grande aliado a democracia mundial."
577,nao_argumento,"A Constituição Federal de 1988 - norma de maior hierarquia no sistema jurídico brasileiro - assegura a todos a igualdade perante a lei, sem distinção de qualquer natureza."
588,nao_argumento,"Destarte, urge a necessidade de medidas enérgicas para atenuar a problemática dos desafios enfrentados pelos negros atualmente."
591,nao_argumento,"Feito isso, será possível a concretização dos preceitos contidos na constituição cidadã."
593,nao_argumento,"Nesse contexto, o fim do regime escravocrata livrou os negros da submissão aos brancos, sem, em contrapartida, propiciar a inserção social dessa população, o que implicou em sua marginalização."
602,nao_argumento,"Assim, aumentará o número de afrodescendentes nas universidades, garantindo-lhes a igualdade material prevista na Constituição de 1988."
603,nao_argumento,"A Lei Áurea, assinada pela princesa Isabel em 1888, garantiu a abolição da escravidão dos povos negros no Brasil."
604,nao_argumento,"No entanto, desde a sanção desta lei até os dias atuais, nota-se a intensa desigualdade e discriminação aos quais os negros estão submetidos, não apenas no território brasileiro, mas também em outros países."
619,nao_argumento,"A composição étnica e cultural do Brasil é fruto de um passado histórico marcado por imigrações africanas no Período Colonial, sendo que hoje os negros representam mais da metade da nação."
630,nao_argumento,"Dessa forma, será possível, progressivamente, acabar com a descriminação e preconceitos contra a população negra no país bem como colocar em prática os ideais do revolucionário Martin Luther King “Eu tenho um sonho."
631,nao_argumento,"O sonho de ver meus filhos julgados por sua personalidade, não pela cor de sua pele”."
632,nao_argumento,"A cultura brasileira é muito rica, pois abrange indivíduos de diversas etnias."
641,nao_argumento,Torna-se notório que a questão da discriminação racial deve ser revista.
644,nao_argumento,"Dessa forma, o Brasil será um país justo e harmônico."
645,nao_argumento,"O livro “Hibisco Roxo”, da escritora nigeriana Chimamanda Ngozi, revela uma sociedade africana em que a mulher que sofre violência no ambiente familiar acaba tendo um final diferente do que ocorre fora do plano ficcional, ou seja, o agressor acaba sendo punido pelo seu crime."
652,nao_argumento,"Torna-se evidente, portanto que medidas do Governo e das mídias sociais precisam ser estabelecidas para que o feminicídio seja extinto da sociedade."
655,nao_argumento,"Só assim, o livro de nigeriana sairia do plano da ficção e passaria a designar a sociedade atual, tendo como efeito uma sociedade acolhedora e, principalmente, altruísta."
656,nao_argumento,"Os livros “A cor púrpura”, Cinquenta Tons de Cinza” e “Cidade do Sol” são conhecidos por exporem ao público as relações abusivas em seus diferentes contextos, sendo em ambientes abastados ou desvalidos, e em suas diferentes culturas."
657,nao_argumento,"Essas histórias são comumente ocorridos no cotidiano de muitas mulheres brasileiras, que são vítimas frequentes de violência doméstica, psicológica e sexual."
671,nao_argumento,O filme “Millenium: os homens que não amavam as mulheres” narra a história de um jornalista econômico e uma hacker que investigam o caso de mulheres que foram brutalmente assassinadas por serial killers que as condenavam por quebrarem mandamentos bíblicos.
681,nao_argumento,"Sabendo disso, é necessário, portanto, criar medidas preventivas para erradicar casos de feminicídio do país."
683,nao_argumento,"Na Grécia antiga, houve um momento de forte sentimento patriarcal dentro da sociedade, no qual o líder se denominava pater, que significa pai de família."
684,nao_argumento,"A partir de então, além do desafio de conquistar espaço outrora ocupado exclusivamente pelo homem, o feminicídio  no Brasil representa mais um novo fator a ser combatido pela figura feminina."
692,nao_argumento,"Destarte, urge a necessidade de meios para atenuar a problemática do preconceito e violência do homem contra a mulher, além de superar os resquícios históricos."
695,nao_argumento,"A partir dessas ações, espera-se promover uma melhora nas condições sociais da mulher no país."
696,nao_argumento,"A violência e os abusos sofridos pela mulher são problemas recorrentes no Brasil, que comumente estampam capas de jornais e revistas."
697,nao_argumento,Aspectos devem ser considerados em relação a isto: o legado histórico-cultural e o desrespeito às leis.
