id,label,text
5,argumento,"Nesse ínterim, à medida em que desigualdade social atinge camadas específicas no território brasileiro, o jovem tende a perder qualidade de seus direitos, e consequentemente é exposto a situações de violência"
5,tese,"Dessa maneira, diante da marginalização de seus direitos, torna-se inegável à discussão da criminalidade entre os jovens, com o fito de evitar associação do crime a uma válvula de escape que permita a sua ascensão social."
6,tese,o uso demasiado da tecnologia no dia a dia do homem corrobora na tentativa de torna-lo obediente às influências digitais.
6,argumento,a busca pela praticidade e conforto do homem estreitou a relação desse com a tecnologia.
6,argumento,"a partir do século XIX com a Revolução Industrial, quando a mão de obra passou a ser substituída pelas máquinas."
6,argumento,"a tecnologia também se destaca no campo da comunicação, uma vez que permite ao indivíduo um maior alcance de suas mensagens e o faz em tempo real, facilitando, portanto, a interação comunicativa dos usuários."
6,argumento,"Artistas contemporâneos, como a cantora Pitty, retrata esse cenário na música “Admirável Chip Novo” no seguinte trecho: “Nada é orgânico, é tudo programado e eu achando que tinha me libertado”, evidenciando a falta de liberdade do homem diante da forte interferência digital."
6,PI,"é necessário que haja um maior controle no campo virtual para amenizar a forte influência de diversos sites nas decisões do indivíduo. Para isso, faz-se preciso a atuação do Governo Federal para criar medidas de segurança, em parceria com o Ministério da Comunicação, no âmbito de tornar os dados pessoais dos usuários mais preservados, podendo punir judicialmente os infratores em caso de invasão dessas informações."
6,PI,"As instituições de ensino, como órgão educador, devem elucidar os jovens sobre diversificar os sites que eles costumam acessar para que eles não fiquem restritos a uma só ferramenta, fazendo com que sua visão de mundo se amplie."
6,argumento,"Ademais, vale frisar que esse uso exacerbado da tecnologia permite que ela atue nas decisões do homem por meio do sistema de controle de dados que é capaz de ter acesso as preferências dos internautas e, assim, moldar sua forma de pensar"
7,tese,"manipulação de informações através desse meio, consolida à internet não só como uma ferramenta de aquisição ao conhecimento, mas também a torna cada vez mais entrelaçada às decisões pessoais do indivíduo, que pela silenciosa ditadura dos algoritmos, o induz desde um padrão de consumo, até mesmo a formação crítica de opinião associada a seu comportamento"
7,argumento,"Dessa maneira, o consumo apresenta-se como fruto de escolhas previamente selecionadas e responsáveis por criar uma falsa sensação de liberdade à pessoa, que é restringida pela presença dos “trending topics” ilustrados por publicidades"
7,argumento,"o vazamento dos dados oriundos de 87 milhões de perfis do Facebook, sendo 440 mil brasileiros, relaciona-se à inobservância estatal em assegurar os direitos à segurança e privacidade previstos no Marco Civil da Internet (lei 12965/2014), isso porque, o controle ilegal de tais conteúdos incide em ações que tendem a influenciar formação política e social da sociedade, que por sua vez mantém-se fomentada pela comodidade e falta de verificação na busca de conhecimento."
7,argumento,"Alegoria da Caverna proposta pelo filósofo Platão: o homem cômodo, acorrentado à caverna e alimentado somente pelas sombras do mundo exterior refletido na parede seria incapaz de atingir o conhecimento inteligível, isto é, verdadeiro"
7,PI,"é necessário ação colaborativa entre o Ministério Público e o Ministério da Educação no fortalecimento do Projeto Ministério Público pela Educação Digital nas Escolas a fim de intensificar presença de especialistas no espaço escolar os quais expliquem as devidas medidas proteção a serem tomadas na internet, bem como fornecer orientação as famílias no controle desse uso."
7,PI,"a mídia, com seu caráter socializador, deve desenvolver comerciais televisivos os quais contenham de fragmentos da lei 12965 ou exemplos cotidianos que instruam população ao manuseio consciente de seus dados pessoais."
8,PI,"Para que o indivíduo se torne o super-homem de Nietzsche e largue o senso comum, o governo através dos Ministérios da Educação e Comunicação devem fazer parcerias com a mídia em que propagandas com o intuito de nos informar seriam veiculados em pelo menos um comercial em horário nobre."
8,argumento,o quão benéfico para nós essa tecnologia é.
8,argumento,já estamos presos a esse modo de consumir baseado no que já consumimos e gostamos.
8,tese,"Logo, embora tenhamos noção dos algoritmos, além de usufruirmos do mesmo, ainda somos míopes ao lidar com elas."
9,argumento,"dados do IBGE mostram que mais de 80% dos jovens usam a internet para diversas finalidades como o envio de mensagem, recebimento de correio eletrônico e receber ligações de alguém."
9,argumento,"a internet é usada como formadora de opinião e de gosto visto que pessoas com consensos divergentes expõem seus pensamentos na rede, influenciando a vida do jovem. Dessa maneira, dos propostos à certa pessoa podem manipulá-la devido a falta de controle de informações."
9,tese,"notório que a internet é peça fundamental para o acesso de conteúdos como vídeos, mensagem, pesquisas, entre outros. Além disso, ela consegue, por meio de algarismos e códigos, filtrar e transmitir ao usuário sugestões personalizadas de informações e páginas de sites. Entretanto, essa autonomia da internet com o uso dos dados pode trazer uma certa manipulação de conteúdo e uma falsa impressão de escolha"
9,PI,necessário uma preocupação dos pais com o conteúdo oferecido ao seu filho.
9,tese,por
9,argumento,"Convém ressaltar que a internet é um dos meios usados para a divulgação de marcas e produtos pelas empresas e, para conseguir uma maximização de desempenho, é usado o banco de dados dos usuários para divulgar o produto de acordo com as suas preferências"
9,PI,"Deve-se ressaltar, através de palestras em escolas a necessidade do uso consciente e formas de prevenção contra a manipulação na rede. E é imprenscíndivel haver uma maior transparência dos sites e aplicativos com o uso dos dados do usuário"
10,tese,"o entanto, o controle exercido pelos meios digitais sobre o dados, produtos e serviços que chegam ao indivíduo impossibilita que esses direitos internacionais sejam de fato colocados em prática"
10,argumento,"Os meios digitais controlam o acesso à informação pelo cidadão. Isto porque, através de consultas as redes socais, como Facebook e Instagram, é possível desenhar o perfil do indivíduo e, assim, descobrir seus desejos e opiniões e, por fim, permite que grandes empresas, como o Google, selecionem as notícias que chegam a este."
10,argumento,a internet seleciona os bens e serviços que são consumidos pela população
10,PI,"Dessa forma, a ONU, em parceria com ONGs espalhadas ao redor, deve realizar palestra e seminários sobre os perigos que o meio digital oferece, a fim de incitar o caráter crítico e vigilante do indivíduo."
11,tese,a expansão de atividades empresariais aliada a visão etnocêntrica da sociedade são os principais rastilhos que a nação indígena enfrenta.
11,argumento,"Comunidades indígenas, desde o período colonial, no século XVI, sofrem com as invasões de suas terras pelas obras de desenvolvimento do país. I"
11,argumento,"vale frisar que os nativos são vítimas de uma visão deturpada de seus valores, construída pelos europeus que, historicamente, foram os primeiros a ter contato. Essa percepção errônea e naturalizada é refletida em obras literárias indianistas como a do escritor José de Alencar, Iracema, a qual transforma o índio numa figura selvagem, ingênua e passiva diante das atitudes exploratórias do europeu. Sen"
11,PI,"faz-se necessário uma mobilização de agentes como fundações e instituições para combater as problemáticas supracitadas. Para isso, a FUNAI- Fundação Nacional Indígena- deve intensificar suas operações sobre a proteção e garantia dos direitos indígenas acerca de suas terras demarcadas, denunciando empresas que ferirem esses direitos preestabelecidos e, assegurando aos indígenas, a posse de suas terras. Outrossim, as instituições escolares, por meio de seus docentes, devem propor inovações didáticas – reservar uma semana do ano, ao invés de somente um dia da data comemorativa-, para abordar temáticas desse povo, elucidando sua importância na construção da identidade do país para que cidadãos, desde a sua tenra idade, aprendam sobre o respeito e preservação da diversidade étnica"
12,tese,os índios sofreram inúmeras mudanças em sua cultura devido a interação com outros povos.
12,argumento,"Segundo os dados da Fundação Nacional do índio (Funai) existem atualmente, 460 mil índios residindo em aldeias no Brasil. Estima-se que anteriormente a chegada dos colonizadores haviam de 4 a 5 milhões de índios em terras brasileiras, mas os massacres realizados pelos mesmos e, posteriormente, os conflitos com fazendeiros e garimpeiros que invadiram terras indígenas contribuíram para a decréscimo da população indígena"
12,argumento,"A diminuição dos alimentos, desmatamento e o avanço das cidades foram fatores que motivaram parte dos povos indígenas a migrarem para os centros urbanos, principalmente na década 50, com a intensificação do desenvolvimento industrial"
12,argumento,"Logo, a entrada do índio na sociedade é complicada, pois a maior parte dessa população não tem estudo e torna-se difícil sua inserção no mercado de trabalho, sobrevivendo em alguns casos apenas do artesanato, ou da mão de obra barata sem carteira assinada, sendo assim a maioria vive em total pobreza, em áreas de ricos, possuído grandes dificuldades no atendimento de saúde, devido ao forte preconceito e a descriminação como sugere os dados do Instituto Brasileiro de Geografia e Estatística (IBGE) 49% dos indígenas que moram nos centros urbanos por medo de represálias tendem a negar suas origens culturais."
12,PI,"Estratégias governamentais que incluem que os índios possam viver nas cidades e ter os mesmos direitos dos demais. E medidas protetivas que auxiliem na manutenção dessa população, suprindo suas necessidades como incentivos, e acesso a saúde, leis que auxiliem nos processos regulamentação dos direitos trabalhistas para esse público e assistência por meio de funcionários da saúde que promovam ampara-los."
13,tese,"apesar da miscigenação existente sobre os povos formadores da sociedade nacional, a noção de uma supremacia branca e estrangeira ainda inferioriza a identidade indígena mesmo após a conquista de direitos e demarcações as quais corroboram a sua importância"
13,argumento,"a invasão dos europeus representou o início da desagregação de muitas tribos, e consequentemente deu origem a conflitos referentes a demarcação de territórios indígenas, que por sinal permanecem até os tempos mais recentes, dada a morosidade da Fundação Nacional do Índio (FUNAI) a respeito da homologação de inúmeras áreas destinadas aos povos nativos, em contraponto a resistência de grandes empresários e agricultores. Dessa forma, tais disputas indicam não só o reflexo da aculturação sofrida pelos índios, mas também a constante luta enfrentada por esses para manterem a sua cultura na sociedade contemporânea"
13,argumento,", apesar dos avanços legislativos como o Estatuto do Idoso e a lei 11645, a qual inclui a História e cultura afrodescendente e indígena na grade curricular das escolas, a visão conferida aos índios permanece socialmente estigmatizada. Assim, a concepção generalizada de um indígena fadado à praticas primitivas de vida e isolado em tribos fortificam estereótipos e dificultam a sua integração ao meio coleti"
13,PI,"a atuação do Estado na valorização do índio com o intuito de integra-lo a comunhão nacional. Para isso o Poder Executivo e a FUNAI têm de agilizar os estudos e demarcações referentes às terras indígenas, bem como intensificar a fiscalização policial de reservas a fim de manter defesa de certas tribos."
13,PI,"por fim, o Ministério da Educação (MEC) deve efetivar a lei 11645 nas escolas em parceria a campanhas midiáticas que desmistificam os estigmas ligados aos povos nativos."
13,argumento,"Outrossim, a escassa ação de políticas públicas, sobretudo voltadas a saúde, reflete na preservação de grupos indígenas isolados, uma vez que há maior vulnerabilidade em relação as doenças oriundas de madeireiros ilegais nas matas"
13,PI,"Ademais, o Ministério da Saúde deve fortalecer os conselhos de saúde especializados aos índios por intermédio da capacitação de profissionais."
14,tese,"Então, buscar garantir seus direitos configura ação ética frente uma sociedade moderna que os torna minoria. Portanto, quando se debate demarcação de terras, normativas constitucionais de proteção aos povos tradicionais e etnocídio, tematizam exemplos problemáticos no Brasil."
14,argumento,"relatórios acadêmicos da Universidade Federal do Pará – UFPA mostram o impacto das grandes construções hidrelétricas, tal como a Usina de Belo Monte no estado do Pará, pelo qual denunciam a expulsam da população indígena naquela localidade. Dessa forma, embora existam Órgãos protetores, como a Fundação Nacional do Índio – FUNAI e direitos previstos desde a Constituição de 1988, situações inconcebíveis acontecem."
14,argumento,"Darcy Ribeiro: “fomos nós que criamos o problema indígena”. Logo, é dever de Estado estabelecer diretrizes constitucionais sérias e eficazes aos povos tradicionais. Também, mais que uma questão de direitos é reconhecer que uma nação se consolida mediante seus valores históricos e a disseminação sociocultural dos povos constituintes."
14,PI,"O Ministério da Cultura e seu então ministro Sérgio Sá Leitão devem elaborar centros especializados de monitoramento 24 horas em comunidades indígenas espalhadas pelo Brasil. Sendo assim, estudantes acadêmicos de Sociologia, História, Filosofia e áreas afins, fariam parte desses centros e ajudariam a desenvolver metodologias protecionistas."
14,PI,"Por conseguinte, precisa haver um diagnóstico de situações concretas, buscando identificar e denunciar os descasos sofridos por eles, no entanto, a efetividade das ações dos Órgãos competentes apresenta deficiências nessas resoluções"
15,argumento,"Além disso, outro desafio muito comum é que geralmente essa população vive em locais de difícil acesso em que muitas vezes não recebem atendimento médico, as crianças não estudam no ensino regular, os adultos não trabalham por essa dificuldade."
15,argumento,A tecnologia não se faz tão presente nessas comunidades. A falta de conhecimento e a inocência causadas por negligências do estado em não prestar a assistência que necessitam faz com que apresentem ainda um retrocesso muito grande em relação à população que vive em cidade
15,argumento,"o Estado vem tentando essa igualdade para que esses povos tenham os mesmos direitos, mas é necessário um incentivo e atenção maior. Muitas vezes o Estado se faz omisso e isso prejudica o desenvolvimento dessa população"
15,PI,"Ações afirmativas feitas pelo governo são de grande importância para a proteção, igualdade desses povos indígenas para que consigam superar esses desafios de forma mais justa"
15,PI,Leis mais rígidas para proteção dessa população e uma fiscalização contínua nas terras desses indivíduos também podem ser positivos
15,tese,"à dificuldade em manter a população indígena em suas terras devido a pressões feitas por fazendeiros, posseiros que não aceitam essa condição e se acham possuidores das terras indígenas daquele local. Mesmo sendo resguardado o direito na Constituição Federal de 1988, os índios ainda sofrem injustiças"
15,PI,Programas específicos e contínuos são necessários até que se consiga chegar a essa isonomia
16,tese,"e patrimônio histórico como sendo o conjunto de bens móveis, imóveis ou naturais, que possuam valor inestimável para uma população. Prédios, cidades e florestas são exemplos desse conceito. Logo, é de extrema importância que esse seja preservado, haja vista que representa um bem inestimável e serve de meio de estudo acerca das particularidades e cultura de um povo"
16,argumento,"sociedade, como guerras, dominações e vitórias, haja vista que esses acontecimentos ficam marcados nas obras arquitetônicas confeccionadas durante esses períodos. Isso é ratificado, por exemplo, nos restos do Muro de Berlin, o qual representa os anseios sociais do povo alemão durante uma era de dominação e divisões territoriais, que sucedeu-se durante a Guerra Fria"
16,argumento,"o legado histórico é de extrema importância para o estudo das particularidades e cultura de uma população. Isso já que, através de monumentos e construções antigas, é possível encontra traços da religião, da língua e da cultura de uma sociedade. A título de exemplo, vale destacar os hieróglifos encontrados na pirâmide de Gize, os quais relatam a história, a cultura e a religião do povo egípcio e suas particularidades culturais, como o embalsamamentos das pessoas que morriam"
16,PI,"a ONU( Organização das Nações Unidas), em parceria com ONGs, deve, por meio do tombamentos de obras com forte valor simbólico e obras de restauração, garantir a integridade e a proteção de espaços importantes para a sociedade, a fim de garantir que o legado histórico e estudo sobre as sociedades não seja perdido ao longo dos anos."
16,argumento,"Em primeira análise, cabe pontuar que o patrimônio histórico apresenta um valor inestimável para a herança cultural e social de um povo"
17,argumento,"porque nele reside a história de vários povos. Mediante ao patrimônio material que são as construções, obeliscos, esculturas, museológico e acervos documentais é possível entrar em contato com a cultura de um povo. Portanto é estritamente importante a preservação do patrimônio cultural pois, nele é possível refletir e então compreender o passado de uma civilização. Cada geração que entra em contato com o museu tem a oportunidade de criar novas pesquisas a partir de um objeto documentado ou da coleção de um erário. Logo, é um espaço ideal para estimular a curiosidade, debates, promover a socialização e os princípios da cidadania, e colaborar para a sustentabilidade das transformações culturai"
17,argumento,"no 02 de setembro de 2018 no Rio de Janeiro, um incêndio destruiu o bicentenário Museu Nacional, que antes de tornar-se uma instituição de pesquisa, em 1892, foi ocupado pela família real, entre 1808 e 1889. Levando a ruínas a coleção de 20 milhões de itens do museu, abarcado do Brasil pré-histórico ao período monárquico, além dos inúmeros artefatos de diversas culturas do mundo. Sendo uma perda inestimável não somente para a população brasileira, mas mundial, visto que milhares de pessoas ainda não tinham tido a oportunidade de conhecer o museu e agora muitas outras não terão"
17,PI,"nte após o incidente com Museu no Rio de Janeiro a necessidade de investimentos por meio dos governantes que visem a proteção a esses monumentos históricos por meio de fiscalizações nas instalações elétricas, verificação nas condições estruturais e reformas quando necessárias, para que outros incidentes como esse não venham ocorrer. Também é necessária uma maior valorização dos museus no Brasil, investimento em publicidade por intermédio de propagandas que mostre as riquezas culturais do Brasil, assim possibilitando um maior fluxo turístico, aumentando a economia do país e possibilitando que a população tenha maiores oportunidade de conhecer a diversidade cultural brasileira"
17,tese,"Tornando-se, necessários muitos investimentos financeiros para a manutenção do mesmo, mas, por que investir na preservação de um museu?"
18,tese,"ndo o pensamento do filosófo irlândes Edmund Burke, um povo que não conhece a sua história está fadado a repeti-la. Portanto, é fundamental conhecer a história brasileira, a fim de compreender a formação da sociedade atual. Nesse contexto, entende-se a necessidade de valorizar os agentes históricos de uma nação e, em especial, os patrimônios materiais que os representam. Entretanto, sabe-se que o descaso estatal e o desconhecimento da população brasileira frente a sua composição histórica ameaçam diretamente a valorização do patrimônio histórico nacional"
18,argumento,"Consoante Mortimer Jerome Adler no livro “A arte de ler”, um sistema educacional e a cultura em que existem tendem a perpetuar-se reciprocamente. Nesse sentido, observa-se que o número de brasileiros que visitaram o Museu do Louvre em Paris em 2017 foi superior ao número total de visitantes no Museu Nacional no mesmo ano. Tal fato deve-se a ignorância de parte da população em relação a riqueza histórica do Brasil e a abordagem abstrata da história em sala de aula, limitada aos livros didático"
18,PI,"Desse modo, o governo deve promover uma parceria público-privada com o intuito de arrecadar recursos voltados diretamente para a conservação da história brasileira. Nas escolas e universidades, o Ministério da Educação deve incentivar visitas aos museus e as cidades históricas, como Salvador, na Bahia, e Ouro Preto, localizada no interior de Minas Gerais."
18,argumento,"trimônio histórico de uma nação deve ser preservado em virtude das gerações futuras. Assim, o processo de identificação da identidade nacional de cada cidadão torna-se mais dinâmico. Todavia a improbidade administrativa verificada em museus, bibliotecas e outras instituições que correspondem ao patrimônio histórico brasileiro mostra-se como uma ameaça a manutenção da história no Brasil. O incêndio no Museu Nacional e a falta de recursos para essas instituições mostram o descaso estatal no tocante a valorização dos agentes históricos brasileiros"
19,argumento,"cabe pontuar que o patrimônio histórico é de suma importância no desenvolvimento intelectual do homem. Sob a ótica da célebre frase do filósofo Immanuel Kant: “O ser humano é aquilo que a educação faz dele”, tem-se os elementos históricos- fósseis, documentos, arquitetura, obras- como fatores imprescindíveis na composição da identidade humana, visto que o homem consegue resgatar resquícios de suas origens. Dessa forma, percebe-se o impacto positivo que o acervo histórico causa no campo educaciona"
19,argumento,"Convém frisar que sem reparos para manutenção desses patrimônios, sua infraestrutura, aos poucos, vai se comprometendo e tornando-se vulnerável aos impactos antrópicos. Isso é evidente pelo que ocorreu em setembro, no Brasil, quando o incêndio tomou conta do Museu Nacional no Rio de Janeiro, evidenciando, portanto, a falta de políticas públicas para evitar tal desastre. Sendo assim, a fragilidade dos espaços antigos tem como rastilho o abandono das autoridades públicas"
19,tese,"Nesse contexto, pode-se afirmar que é incontrovertível a participação das autoridades públicas na manutenção desses patrimônios, pois, do contrário, os provectos educativos terão retrocesso"
19,PI,"Para isso, o governo federal, em parceria com o Ministério da Cultura deve ampliar investimentos na manutenção da infraestrutura de instituições históricas para que gerações futuras possam ter contato. Além disso, as escolas devem promover palestras acerca da importância dos patrimônios históricos na formação intelectual dos indivíduos"
20,argumento,"primeira instância, cabe pontuar que grande parte do conhecimento que se tem na contemporaneidade é devido aos elementos históricos materiais e imateriais. O escritor Gilberto Freyre já afirmava que sem um fim social, o saber seria a maior das futilidades e, aplicando essa ideia ao patrimônio histórico, esse atende o objetivo social a partir do momento em que ele permite o surgimento de teorias que levam o homem a entender cada vez mais suas origens. Exemplo disso é a teoria da evolução de Charles Darwin que, sem todo o acervo de documentos históricos e fósseis de animais, não seria possível a continuidade dos estudos provectos."
20,argumento,"convém frisar que instituições históricas espalhadas por todo o mundo se encontram fora de programas de proteção e sem investimentos para sua manutenção. Um grande exemplo emblemático disso foi o que ocorreu com o Museu Nacional no Rio de Janeiro, o qual foi incendiado e extinguiu praticamente todos os seus elementos históricos. Tal acontecimento teve como rastilho o abandono das autoridades públicas que não investiram em infraestrutura necessária para evitar acidentes como esse."
20,PI,"faz-se necessária a mobilização de agentes competentes para solucionar os problemas supracitados. Para isso, é imprescindível que o governo, em parceria com o Ministério da Cultura, desenvolva políticas de proteção ao patrimônio, permitindo a preservação e fiscalizando qualquer tipo de tentativa de depredação ou vandalismo, instalando câmeras e vigilantes"
20,tese,"Nesse contexto, pode-se afirmar que esse conjunto de bens históricos está atrelado a formação intelectual do indivíduo, no entanto, à margem dos investimentos governamentais"
21,tese,"como um dos motores da economia do país, a agricultura brasileira é conhecida por ser moderna e extremamente produtiva. No entanto, para que essa produção se concretize, é necessário que se utilize, dentre outros métodos, os agrotóxicos. Porém, se por um lado o uso desses químicos verticaliza a produção, por outro causa problemas na saúde humana e no meio ambiente. Assim, deve ser fomentado o debate consciente no tocante ao uso dos agrotóxicos no Brasil"
21,argumento,"segundo dados da Confederação da Agricultura e Pecuária do Brasil (CNA), o uso de defensivos agrícolas é crucial no Brasil, pois, devido a forte utilização do sistema de plantação, grandes lavouras e áreas agrícolas podem ser facilmente dizimadas de uma só vez por uma única praga. Sendo assim, ainda de acordo com a CNA, os defensivos promovem a superprodução de alimentos e o consequente barateamento para o consumidor final devido à oferta abundante. Além disso, o grande estoque, supre não apenas a demanda nacional, mas também serve de reserva de capital, quando o excedente é vendido em forma de commodities no mercado internacional, garantindo o superávit da balança comerci"
21,argumento,"Segundo a ONG internacional Human Rights Watch (HRW), o número de novos casos de câncer foi proporcional ao aumento do uso de agrotóxicos"
21,argumento,"Não restrito apenas a saúde do homem, os impactos ambientais também são constantes"
21,PI,"Fica claro, portanto, a necessidade de uma legislação que promova ganhos na produção ao mesmo tempo em que evite perdas na saúde e no ecossistema"
21,PI,"Partindo dessa premissa, o Ministério da Agricultura deve promover, através de investimentos em pesquisa científica, o desenvolvimento de biopesticidas, desenvolvendo doenças ou predadores que atacam determinada praga sem que haja dano ao meio ambiente e ao homem"
21,PI,O governo precisa incentivar o pequeno agricultor a produzir a agricultura familiar orgânica e com rotação de culturas
22,tese,"Segundo a Agência Nacional de Vigilância Sanitária (ANVISA) o Brasil é líder mundial no uso de agrotóxicos. Essa totalidade discute uma questão de saúde pública, porque os relatórios anuais da Organização das Nações Unidas (ONU) alertam para os perigos dessas substâncias ao organismo humano. Dessa forma, tem-se uma discussão econômica, ambiental e de saúde, na qual geram argumentos a favor do agronegócio e outros contra pela hostilidade tóxica à saúde. Então, a questão é colocar em equilíbrio as problemáticas futuras e viabilizar a seriedade da situação frente sua populaçã"
22,argumento,"é notória a precisão em aumentar a produtividade e eliminar pragas em plantações, todavia, essas iniciativas não são ecologicamente viáveis por gerarem hostilidades em longo prazo, começando pela contaminação de mananciais, peixes, e toda cadeia produtiva subaquática. Então se a questão em utilizar agrotóxicos é mais barato frente técnicas, também polêmicas, como o uso da biotecnologia, transgênicos e alimentos geneticamente modificados, a contradição estará em gastos maiores pelo aparecimento de novas doenças, ainda mais difíceis de curar no futuro. Portanto, precisa haver um diagnóstico de situações concretas, buscando equacionar os impasses causados aos ecossistemas e seus constituintes"
22,PI,"Com base nessas considerações, a necessidade em diminuir gradativamente o uso é permitir cuidados ecológicos junto à fauna e a flora, e pensar num futuro mais promissor. Entretanto, soluções ainda precisam integrar medidas qualitativas e eficazes no combate ao excesso de agrotóxicos. Para tanto, o Ministério da Saúde e seu ministro Gilberto Occhi devem revisar as leis que viabilizam a entrada desses produtos a fim de torná-las justas à saúde humana"
22,argumento,"Mas, embora o cientificismo normatize artigos que provam os malefícios aos seres humanos e o Sistema de informação de Agravos de Notificação (SINAN) e a própria ONU relatem os prejuízos hormonais, psicológicos e neurais aos humanos, o que prevalece é a ausência de ações administrativo-política pelas quais venham inibir essa demanda tóxica crescente nos alimentos e, consequentemente, à fisiologia dos seres bióticos e abióticos de modo geral"
