id,text,label,wmd_rate
14,darcy ribeiro “fomos criamos problema indígena” logo dever estado estabelecer diretrizes constitucionais sérias eficazes povos tradicionais também questão direitos reconhecer nação consolida mediante valores históricos disseminação sociocultural povos constituintes,argumento,0.765953643226001
14,o ministério cultura ministro sérgio sá leitão devem elaborar centros especializados monitoramento 24 horas comunidades indígenas espalhadas brasil sendo assim estudantes acadêmicos sociologia história filosofia áreas afins fariam parte desses centros ajudariam desenvolver metodologias protecionistas,PI,0.7794704763840019
14,por conseguinte precisa haver diagnóstico situações concretas buscando identificar denunciar descasos sofridos eles entanto efetividade ações órgãos competentes apresenta deficiências nessas resoluções,PI,0.753826247691001
15,além disso outro desafio comum geralmente população vive locais difícil acesso muitas vezes recebem atendimento médico crianças estudam ensino regular adultos trabalham dificuldade,argumento,0.7602513430180008
15,a tecnologia faz tão presente nessas comunidades a falta conhecimento inocência causadas negligências estado prestar assistência necessitam faz apresentem ainda retrocesso grande relação população vive cidade,argumento,0.7560598186360009
15,estado tentando igualdade povos mesmos direitos necessário incentivo atenção maior muitas vezes estado faz omisso prejudica desenvolvimento dessa população,argumento,0.7783859306130007
15,ações afirmativas feitas governo grande importância proteção igualdade desses povos indígenas consigam superar desafios forma justa,PI,0.7993579575990015
15,leis rígidas proteção dessa população fiscalização contínua terras desses indivíduos podem positivos,PI,0.7964202354330016
15,dificuldade manter população indígena terras devido pressões feitas fazendeiros posseiros aceitam condição acham possuidores terras indígenas daquele local mesmo sendo resguardado direito constituição federal 1988 índios ainda sofrem injustiças,tese,0.763269312789001
15,programas específicos contínuos necessários consiga chegar isonomia,PI,0.8027584341570011
16,patrimônio histórico sendo conjunto bens móveis imóveis naturais possuam valor inestimável população prédios cidades florestas exemplos conceito logo extrema importância preservado vista representa bem inestimável serve meio estudo acerca particularidades cultura povo,tese,0.7622866452890016
16,sociedade guerras dominações vitórias vista acontecimentos ficam marcados obras arquitetônicas confeccionadas durante períodos isso ratificado exemplo restos muro berlin representa anseios sociais povo alemão durante dominação divisões territoriais sucedeu-se durante guerra fria,argumento,0.7875831130480015
16,legado histórico extrema importância estudo particularidades cultura população isso que através monumentos construções antigas possível encontra traços religião língua cultura sociedade a título exemplo vale destacar hieróglifos encontrados pirâmide gize quais relatam história cultura religião povo egípcio particularidades culturais embalsamamentos pessoas morriam,argumento,0.7389975718840027
16,onu organização nações unidas parceria ongs deve meio tombamentos obras forte valor simbólico obras restauração garantir integridade proteção espaços importantes sociedade fim garantir legado histórico estudo sociedades perdido longo anos,PI,0.8067010867540014
16,em primeira análise cabe pontuar patrimônio histórico apresenta valor inestimável herança cultural social povo,argumento,0.7733139695650009
17,porque nele reside história vários povos mediante patrimônio material construções obeliscos esculturas museológico acervos documentais possível entrar contato cultura povo portanto estritamente importante preservação patrimônio cultural pois nele possível refletir compreender passado civilização cada geração entra contato museu oportunidade criar novas pesquisas partir objeto documentado coleção erário logo espaço ideal estimular curiosidade debates promover socialização princípios cidadania colaborar sustentabilidade transformações culturai,argumento,0.7215160563410027
17,02 setembro 2018 rio janeiro incêndio destruiu bicentenário museu nacional antes tornar-se instituição pesquisa 1892 ocupado família real 1808 1889 levando ruínas coleção 20 milhões itens museu abarcado brasil pré-histórico período monárquico além inúmeros artefatos diversas culturas mundo sendo perda inestimável somente população brasileira mundial visto milhares pessoas ainda tido oportunidade conhecer museu agora muitas outras,argumento,0.7263717198990032
17,nte após incidente museu rio janeiro necessidade investimentos meio governantes visem proteção monumentos históricos meio fiscalizações instalações elétricas verificação condições estruturais reformas necessárias outros incidentes venham ocorrer também necessária maior valorização museus brasil investimento publicidade intermédio propagandas mostre riquezas culturais brasil assim possibilitando maior fluxo turístico aumentando economia país possibilitando população maiores oportunidade conhecer diversidade cultural brasileira,PI,0.7505851561970035
17,tornando-se necessários muitos investimentos financeiros manutenção mesmo mas investir preservação museu,tese,0.780006779811002
18,ndo pensamento filosófo irlândes edmund burke povo conhece história fadado repeti-la portanto fundamental conhecer história brasileira fim compreender formação sociedade atual nesse contexto entende-se necessidade valorizar agentes históricos nação e especial patrimônios materiais representam entretanto sabe-se descaso estatal desconhecimento população brasileira frente composição histórica ameaçam diretamente valorização patrimônio histórico nacional,tese,0.7436232999480024
18,consoante mortimer jerome adler livro “a arte ler” sistema educacional cultura existem tendem perpetuar-se reciprocamente nesse sentido observa-se número brasileiros visitaram museu louvre paris 2017 superior número total visitantes museu nacional ano tal fato deve-se ignorância parte população relação riqueza histórica brasil abordagem abstrata história sala aula limitada livros didático,argumento,0.7249596252310023
18,desse modo governo deve promover parceria público-privada intuito arrecadar recursos voltados diretamente conservação história brasileira nas escolas universidades ministério educação deve incentivar visitas museus cidades históricas salvador bahia ouro preto localizada interior minas gerais,PI,0.8108151879820015
18,trimônio histórico nação deve preservado virtude gerações futuras assim processo identificação identidade nacional cada cidadão torna-se dinâmico todavia improbidade administrativa verificada museus bibliotecas outras instituições correspondem patrimônio histórico brasileiro mostra-se ameaça manutenção história brasil o incêndio museu nacional falta recursos instituições mostram descaso estatal tocante valorização agentes históricos brasileiros,argumento,0.7385311515000027
19,cabe pontuar patrimônio histórico suma importância desenvolvimento intelectual homem sob ótica célebre frase filósofo immanuel kant “o humano educação faz dele” tem-se elementos históricos- fósseis documentos arquitetura obras- fatores imprescindíveis composição identidade humana visto homem consegue resgatar resquícios origens dessa forma percebe-se impacto positivo acervo histórico causa campo educaciona,argumento,0.7547054657780028
19,convém frisar reparos manutenção desses patrimônios infraestrutura poucos vai comprometendo tornando-se vulnerável impactos antrópicos isso evidente ocorreu setembro brasil incêndio tomou conta museu nacional rio janeiro evidenciando portanto falta políticas públicas evitar tal desastre sendo assim fragilidade espaços antigos rastilho abandono autoridades públicas,argumento,0.7283245451410023
19,nesse contexto pode-se afirmar incontrovertível participação autoridades públicas manutenção desses patrimônios pois contrário provectos educativos retrocesso,tese,0.7207007196540016
19,para isso governo federal parceria ministério cultura deve ampliar investimentos manutenção infraestrutura instituições históricas gerações futuras possam contato além disso escolas devem promover palestras acerca importância patrimônios históricos formação intelectual indivíduos,PI,0.7618595486970003
20,primeira instância cabe pontuar grande parte conhecimento contemporaneidade devido elementos históricos materiais imateriais o escritor gilberto freyre afirmava fim social saber maior futilidades e aplicando ideia patrimônio histórico atende objetivo social partir momento permite surgimento teorias levam homem entender cada vez origens exemplo disso teoria evolução charles darwin que todo acervo documentos históricos fósseis animais possível continuidade estudos provectos,argumento,0.7353785620399997
20,convém frisar instituições históricas espalhadas todo mundo encontram programas proteção investimentos manutenção um grande exemplo emblemático disso ocorreu museu nacional rio janeiro incendiado extinguiu praticamente todos elementos históricos tal acontecimento rastilho abandono autoridades públicas investiram infraestrutura necessária evitar acidentes esse,argumento,0.7593559758300024
20,faz-se necessária mobilização agentes competentes solucionar problemas supracitados para isso imprescindível governo parceria ministério cultura desenvolva políticas proteção patrimônio permitindo preservação fiscalizando qualquer tipo tentativa depredação vandalismo instalando câmeras vigilantes,PI,0.7838477725550014
20,nesse contexto pode-se afirmar conjunto bens históricos atrelado formação intelectual indivíduo entanto margem investimentos governamentais,tese,0.7654900138130014
21,motores economia país agricultura brasileira conhecida moderna extremamente produtiva no entanto produção concretize necessário utilize dentre outros métodos agrotóxicos porém lado uso desses químicos verticaliza produção outro causa problemas saúde humana meio ambiente assim deve fomentado debate consciente tocante uso agrotóxicos brasil,tese,0.7446808105840028
21,segundo dados confederação agricultura pecuária brasil cna uso defensivos agrícolas crucial brasil pois devido forte utilização sistema plantação grandes lavouras áreas agrícolas podem facilmente dizimadas vez única praga sendo assim ainda acordo cna defensivos promovem superprodução alimentos consequente barateamento consumidor final devido oferta abundante além disso grande estoque supre apenas demanda nacional serve reserva capital excedente vendido forma commodities mercado internacional garantindo superávit balança comerci,argumento,0.7094775317919991
21,segundo ong internacional human rights watch hrw número novos casos câncer proporcional aumento uso agrotóxicos,argumento,0.8180687174980014
21,não restrito apenas saúde homem impactos ambientais constantes,argumento,0.7587595710160016
21,fica claro portanto necessidade legislação promova ganhos produção tempo evite perdas saúde ecossistema,PI,0.7561827330800012
21,partindo dessa premissa ministério agricultura deve promover através investimentos pesquisa científica desenvolvimento biopesticidas desenvolvendo doenças predadores atacam determinada praga dano meio ambiente homem,PI,0.7902045917520008
21,o governo precisa incentivar pequeno agricultor produzir agricultura familiar orgânica rotação culturas,PI,0.7992404074130015
22,segundo agência nacional vigilância sanitária anvisa brasil líder mundial uso agrotóxicos essa totalidade discute questão saúde pública porque relatórios anuais organização nações unidas onu alertam perigos dessas substâncias organismo humano dessa forma tem-se discussão econômica ambiental saúde geram argumentos favor agronegócio outros contra hostilidade tóxica saúde então questão colocar equilíbrio problemáticas futuras viabilizar seriedade situação frente populaçã,tese,0.7461917684650036
22,notória precisão aumentar produtividade eliminar pragas plantações todavia iniciativas ecologicamente viáveis gerarem hostilidades longo prazo começando contaminação mananciais peixes toda cadeia produtiva subaquática então questão utilizar agrotóxicos barato frente técnicas polêmicas uso biotecnologia transgênicos alimentos geneticamente modificados contradição estará gastos maiores aparecimento novas doenças ainda difíceis curar futuro portanto precisa haver diagnóstico situações concretas buscando equacionar impasses causados ecossistemas constituintes,argumento,0.7279487562680038
22,com base nessas considerações necessidade diminuir gradativamente uso permitir cuidados ecológicos junto fauna flora pensar futuro promissor entretanto soluções ainda precisam integrar medidas qualitativas eficazes combate excesso agrotóxicos para tanto ministério saúde ministro gilberto occhi devem revisar leis viabilizam entrada desses produtos fim torná-las justas saúde humana,PI,0.718578547580002
22,mas embora cientificismo normatize artigos provam malefícios seres humanos sistema informação agravos notificação sinan própria onu relatem prejuízos hormonais psicológicos neurais humanos prevalece ausência ações administrativo-política quais venham inibir demanda tóxica crescente alimentos e consequentemente fisiologia seres bióticos abióticos modo geral,argumento,0.7232102038690023
23,pesquisa recente associação brasileira saúde coletiva apontou relação substâncias agrotóxicas doenças cunho grave como exemplo câncer infertilidade distúrbios hormonais neurológicos não obstante utilização produtos tóxicos alimentação brasileira produtos banidos países china estados unidos mostra lentidão governo brasileiro adoção leis eficientes contra venenos,argumento,0.7716732077550028
23,baixa fiscalização fraco incentivo consumo alimentos orgânicos conscientização precária população consumidora favorecem estado inércia país que maneira análoga teoria físico isaac newton país permanecerá mesmos problemas algo suficientemente capaz parar uso defensivos agrícolas agronegócio que embora colabore sucesso plantações comprovadamente prejudicial saúd,argumento,0.7166390986390028
23,primeiramente ministério agricultura pecuária abastecimento deve investir adubamento natural economicamente viável pode lucrar dobro agronegócio por conseguinte ministério pode investir programas sociais fim incentivar cultivação hortaliças residências populares visitação feiras agroecológicas aumentando uso adubamento natural agricultura familiar,PI,0.7791775123670007
23,fora literatura brasil destacando maiores utilizadores agrotóxicos agricultura contaminando organismo milhões pessoas sendo responsável surgimento agravamento diversas enfermidades,tese,0.799418429635002
24,teoria demográfica thomas malthus afirmava produção alimentos acompanharia crescimento populacional levaria grande calamidade mundial contudo revolução verde caracterizada desenvolvimento insumos agrícolas aumentou produção alimentícia porém favorável ingerir agrotóxicos diariamente benefício agricultura,tese,0.7434905957430004
24,indubitável problema fome solucionado visto dificuldade maior produção sim distribuição alimentos além disso brasil países consomem agrotóxicos uso desses insumos acarreta alergias intoxicações doenças graves câncer ademais poluem águas solo leite materno pode-se afirmar dessa forma uso desses venenos configura perigo sociedade meio ambient,argumento,0.7341989622780006
24,complexa substituição alimentos contaminados outros livres pesticidas os produtos orgânicos caros inacessíveis maioria população porque incentivo parte governo produção e consequentemente têm capacidade competir mercado é luta desigual bolso saúde povo brasileiro como população muitos ainda passam fome conseguirá optar alimentos orgânicos,argumento,0.7490151798120027
24,torna-se necessário governo invista através incentivos pequenos produtores alimentos orgânicos fim baratear produção desses alimentos além mais preciso criada legislação ambiental brasileira emenda estabeleça empresas agrícolas limite uso herbicidas pesticidas plantações favorável saúde meio ambiente para mais empresas brasileiras ti tecnologia informação financiadas governo federal poderiam elaborar aplicativos divulgassem locais venda produtos orgânicos assim análise preços que dessa forma qualidade alimentação acessível povo brasileir,PI,0.7304859405710016
25,faz-se mister conciliar interesses dessa nova lei que passo uso desses produtos químicos melhora produtividade concomitantemente provoca impactos meio ambiente seres vivos,tese,0.7799019662870009
25,a agricultura atividade que dentre tantos benefícios tirou condição nômade homem permitiu fixar local,argumento,0.733812462010001
25,viver harmonia meio ambiente tido habilidade espécies,argumento,0.8157000965250012
25,uso agrotóxicos qualquer tipo regulamentação fere princípio harmonia,argumento,0.7901592063180015
25,incontrovertível regulamentação lei uso desses produtos químicos amenizar efeitos nocivos natureza seres vivos,argumento,0.7886586646270011
25,uso agroquímicos plantações traz melhora significativa produtividade,argumento,0.8061670603330011
25,notório erro proibir uso desses defensivos acarretaria perda produção alimentos,argumento,0.8007695885870013
25,é imprescindível autoridades públicas reúnam representantes bancada ruralista ambientalistas debater problemas benefícios ambos lados fazer partes desses interesses prevaleçam,PI,0.8014565612410007
25,ministérios competentes devem fiscalizar indústrias alimentação comuniquem população meio informações embalagens uso desses defensivos,PI,0.808469513329001
26,medidas enérgicas necessárias tirar atual cenário inércia,PI,0.8093316053320012
26,governo federal parceria ministério educação promova políticas públicas voltadas promoção palestras dinâmicas acerca doenças sexuais escolas,PI,0.8098657752570015
26,a mídia vez principal veículo informação junto governantes deve propagar campanhas publicitárias formas proteção alertar jovens consequências forma torná-los conscientes responsáveis,PI,0.7842538800990024
26,vale destacar dois pilares fundamentais dirimir alta incidência dessas moléstias educação mídia quais estão atualidade pouco relacionadas função,tese,0.7810662393110019
26,cabe pontuar educação alicerce sociedade deve alcançar fim social pois contrário torna fútil,argumento,0.7435531208980012
26,percebe contemporaneidade educação atendendo função,argumento,0.8260334613050015
26,perceptível aumento taxa infectados jovens 15 19 anos idade passou 2 4 6 9 mil habitantes 9 anos,argumento,0.773480352630002
26,evidencia pouca atuação educação tendo tentativa erradicar doenças público jovem,argumento,0.8097388330000013
26,outra ferramenta bastante eficaz combater tais doenças recurso midiático,argumento,0.788662821148002
26,percebe-se escassa atenção mídia frente questão pouco discute efeitos alta incidência dessas doenças,argumento,0.7956929724170012
26,faz-se necessário presença maior quarto setor combate dsts,argumento,0.8153114277000015
27,necessário entender porquês criar estratégias efetivas combate fantasma assombra população desde 1500,tese,0.7870870715930015
27,brasil questões voltadas sexo ainda tabus,argumento,0.8025320991610013
27,apesar informações estarem disponíveis auxílio internet muitas informações equivocadas circulam,argumento,0.7777755626600016
27,a vergonha alidada preconceito faz juventude queira procurar pais ficam mercê informações muitas vezes erradas,argumento,0.7634626569250014
27,políticas combate existentes sensibilizando jovens deveriam,argumento,0.8308430742710013
27,é preciso alertar perigos sexo proteção enfatizar importância buscar diagnóstico tratamento precocemente,argumento,0.7900340749950016
27,ministérios saúde educação devem criar campanhas envolvam ida profissionais saúde escolas explicar importância usar preservativo procurar tratamento notar alterações corpo,PI,0.793248265297002
28,brasil aumento número adolescentes infectados dsts doenças sexualmente transmissíveis levanta discussões maneiras eficazes prevenção tratamento informação juventude século xxi,tese,0.8051150953910007
28,aumento expressivo brasileiros 15 19 anos infectados,argumento,0.809853630640001
28,a elevação dessa taxa pode explicada ausência medidas eficazes acompanhem mudanças comportamentais jovens século xxi,argumento,0.7896082503970013
