id,text,class,arg
5,"Conselho Nacional Justiça (CNJ) corrobora contexto expressa vulnerabilidade indivíduo diante ausência emprego, acesso à educação qualquer outro meio necessário renda dignidade humana",Argumento,0.7946193500510016
5,"ausência suporte familiar pode indiciar primeiros sinais desamparo jovem, subsequentemente primeiras tendências crime adolescência – período pessoa mostra suscetível influências externas referentes à formação conceitos si",Argumento,0.761627360152001
5,"Nesse ínterim, à medida desigualdade social atinge camadas específicas território brasileiro, jovem tende perder qualidade direitos, consequentemente é exposto situações violência",Argumento,0.7449499533060008
5,"Dessa maneira, diante marginalização direitos, torna-se inegável à discussão criminalidade jovens, fito evitar associação crime válvula escape permita ascensão social.",Tese,0.7973427060200009
6,uso demasiado tecnologia dia dia homem corrobora tentativa torna-lo obediente às influências digitais.,Tese,0.7910993659210015
6,busca praticidade conforto homem estreitou relação desse tecnologia.,Argumento,0.8061480733750013
6,"partir século XIX Revolução Industrial, mão obra passou substituída máquinas.",Argumento,0.8003829384730013
6,"tecnologia também destaca campo comunicação, vez permite indivíduo maior alcance mensagens faz tempo real, facilitando, portanto, interação comunicativa usuários.",Argumento,0.7449033962710017
6,"Artistas contemporâneos, cantora Pitty, retrata cenário música “Admirável Chip Novo” seguinte trecho: “Nada é orgânico, é tudo programado achando libertado”, evidenciando falta liberdade homem diante forte interferência digital.",Argumento,0.7636040016170016
6,"é necessário maior controle campo virtual amenizar forte influência diversos sites decisões indivíduo.Para isso, faz-se preciso atuação Governo Federal criar medidas segurança, parceria Ministério Comunicação, âmbito tornar dados pessoais usuários preservados, podendo punir judicialmente infratores caso invasão dessas informações.",PI,0.7877989164305016
6,"s instituições ensino, órgão educador, devem elucidar jovens diversificar sites costumam acessar não fiquem restritos só ferramenta, fazendo visão mundo amplie.",PI,0.7731078354290007
6,"Ademais, vale frisar uso exacerbado tecnologia permite atue decisões homem meio sistema controle dados é capaz acesso preferências internautas e, assim, moldar forma pensar",Argumento,0.7536777837570017
7,"manipulação informações através desse meio, consolida à internet não só ferramenta aquisição conhecimento, também torna cada vez entrelaçada às decisões pessoais indivíduo, silenciosa ditadura algoritmos, induz desde padrão consumo, até formação crítica opinião associada comportamento",Tese,0.7581673470380009
7,"Dessa maneira, consumo apresenta-se fruto escolhas previamente selecionadas responsáveis criar falsa sensação liberdade à pessoa, é restringida presença “trending topics” ilustrados publicidades",Argumento,0.7722741515140015
7,"vazamento dados oriundos 87 milhões perfis Facebook, sendo 440 mil brasileiros, relaciona-se à inobservância estatal assegurar direitos à segurança privacidade previstos Marco Civil Internet (lei 12965/2014), porque, controle ilegal tais conteúdos incide ações tendem influenciar formação política social sociedade, vez mantém-se fomentada comodidade falta verificação busca conhecimento.",Argumento,0.7048461335610005
7,"Alegoria Caverna proposta filósofo Platão: homem cômodo, acorrentado à caverna alimentado somente sombras mundo exterior refletido parede incapaz atingir conhecimento inteligível, é, verdadeiro",Argumento,0.7750483230360017
7,"é necessário ação colaborativa Ministério Público Ministério Educação fortalecimento Projeto Ministério Público Educação Digital Escolas fim intensificar presença especialistas espaço escolar quais expliquem devidas medidas proteção serem tomadas internet, bem fornecer orientação famílias controle desse uso.",PI,0.794726022017001
7,"mídia, caráter socializador, deve desenvolver comerciais televisivos quais contenham fragmentos lei 12965 exemplos cotidianos instruam população manuseio consciente dados pessoais.",PI,0.710919192794001
8,"Para indivíduo torne super-homem Nietzsche largue senso comum, governo através Ministérios Educação Comunicação devem fazer parcerias mídia propagandas intuito informar veiculados menos comercial horário nobre.",PI,0.7769643306050009
8,quão benéfico nós tecnologia é.,Argumento,0.7955711425010012
8,já presos modo consumir baseado já consumimos gostamos.,Argumento,0.7830452592360012
8,"Logo, embora noção algoritmos, além usufruirmos mesmo, ainda míopes lidar elas.",Tese,0.6593896285120009
9,"dados IBGE mostram 80% jovens usam internet diversas finalidades envio mensagem, recebimento correio eletrônico receber ligações alguém.",Argumento,0.7314865010340013
9,"internet é usada formadora opinião gosto visto pessoas consensos divergentes expõem pensamentos rede, influenciando vida jovem.Dessa maneira, propostos à certa pessoa podem manipulá-la devido falta controle informações.",Argumento,0.7785111859585012
9,"notório internet é peça fundamental acesso conteúdos vídeos, mensagem, pesquisas, outros.Além disso, consegue, meio algarismos códigos, filtrar transmitir usuário sugestões personalizadas informações páginas sites.Entretanto, autonomia internet uso dados pode trazer certa manipulação conteúdo falsa impressão escolha",Tese,0.7774710007433346
9,necessário preocupação pais conteúdo oferecido filho.,PI,0.8074194894530013
9,"Convém ressaltar internet é meios usados divulgação marcas produtos empresas e, conseguir maximização desempenho, é usado banco dados usuários divulgar produto acordo preferências",Argumento,0.7934167339590017
9,"Deve-se ressaltar, através palestras escolas necessidade uso consciente formas prevenção contra manipulação rede.E é imprenscíndivel haver maior transparência sites aplicativos uso dados usuário",PI,0.7583646368310011
10,"entanto, controle exercido meios digitais dados, produtos serviços chegam indivíduo impossibilita direitos internacionais fato colocados prática",Tese,0.7883515124540011
10,"s meios digitais controlam acesso à informação cidadão.Isto porque, através consultas redes socais, Facebook Instagram, é possível desenhar perfil indivíduo e, assim, descobrir desejos opiniões e, fim, permite grandes empresas, Google, selecionem notícias chegam este.",Argumento,0.7763770141690014
10,internet seleciona bens serviços são consumidos população,Argumento,0.8192535050780014
10,"Dessa forma, ONU, parceria ONGs espalhadas redor, deve realizar palestra seminários perigos meio digital oferece, fim incitar caráter crítico vigilante indivíduo.",PI,0.7804574377700008
11,expansão atividades empresariais aliada visão etnocêntrica sociedade são principais rastilhos nação indígena enfrenta.,Tese,0.7626771181350015
11,"omunidades indígenas, desde período colonial, século XVI, sofrem invasões terras obras desenvolvimento país.",Argumento,0.7690742487920015
11,"vale frisar nativos são vítimas visão deturpada valores, construída europeus que, historicamente, primeiros contato.Essa percepção errônea naturalizada é refletida obras literárias indianistas escritor José Alencar, Iracema, transforma índio figura selvagem, ingênua passiva diante atitudes exploratórias europeu.",Argumento,0.8001691035530016
11,"faz-se necessário mobilização agentes fundações instituições combater problemáticas supracitadas.Para isso, FUNAI- Fundação Nacional Indígena- deve intensificar operações proteção garantia direitos indígenas acerca terras demarcadas, denunciando empresas ferirem direitos preestabelecidos e, assegurando indígenas, posse terras.Outrossim, instituições escolares, meio docentes, devem propor inovações didáticas – reservar semana ano, invés somente dia data comemorativa-, abordar temáticas desse povo, elucidando importância construção identidade país cidadãos, desde tenra idade, aprendam respeito preservação diversidade étnica",PI,0.7958734394940014
12,índios sofreram inúmeras mudanças cultura devido interação outros povos.,Tese,0.819318458102001
12,"egundo dados Fundação Nacional índio (Funai) existem atualmente, 460 mil índios residindo aldeias Brasil.Estima-se anteriormente chegada colonizadores haviam 4 5 milhões índios terras brasileiras, massacres realizados mesmos e, posteriormente, conflitos fazendeiros garimpeiros invadiram terras indígenas contribuíram decréscimo população indígena",Argumento,0.7461963978170014
12,"A diminuição alimentos, desmatamento avanço cidades fatores motivaram parte povos indígenas migrarem centros urbanos, principalmente década 50, intensificação desenvolvimento industrial",Argumento,0.760957433306001
12,"ogo, entrada índio sociedade é complicada, pois maior parte dessa população não estudo torna-se difícil inserção mercado trabalho, sobrevivendo alguns casos apenas artesanato, mão obra barata carteira assinada, sendo assim maioria vive total pobreza, áreas ricos, possuído grandes dificuldades atendimento saúde, devido forte preconceito descriminação sugere dados Instituto Brasileiro Geografia Estatística (IBGE) 49% indígenas moram centros urbanos medo represálias tendem negar origens culturais.",Argumento,0.727185608246003
12,"Estratégias governamentais incluem índios possam viver cidades mesmos direitos demais.E medidas protetivas auxiliem manutenção dessa população, suprindo necessidades incentivos, acesso saúde, leis auxiliem processos regulamentação direitos trabalhistas público assistência meio funcionários saúde promovam ampara-los.",PI,0.7777357502520011
13,"apesar miscigenação existente povos formadores sociedade nacional, noção supremacia branca estrangeira ainda inferioriza identidade indígena após conquista direitos demarcações quais corroboram importância",Tese,0.7469208719640015
13,"invasão europeus representou início desagregação muitas tribos, consequentemente deu origem conflitos referentes demarcação territórios indígenas, sinal permanecem até tempos recentes, dada morosidade Fundação Nacional Índio (FUNAI) respeito homologação inúmeras áreas destinadas povos nativos, contraponto resistência grandes empresários agricultores.Dessa forma, tais disputas indicam não só reflexo aculturação sofrida índios, também constante luta enfrentada manterem cultura sociedade contemporânea",Argumento,0.772738678823002
13,", apesar avanços legislativos Estatuto Idoso lei 11645, inclui História cultura afrodescendente indígena grade curricular escolas, visão conferida índios permanece socialmente estigmatizada.Assim, concepção generalizada indígena fadado à praticas primitivas vida isolado tribos fortificam estereótipos dificultam integração meio coleti",Argumento,0.735559709067501
13,"atuação Estado valorização índio intuito integra-lo comunhão nacional.Para Poder Executivo FUNAI têm agilizar estudos demarcações referentes às terras indígenas, bem intensificar fiscalização policial reservas fim manter defesa certas tribos.",PI,0.7613521135540013
13,"or fim, Ministério Educação (MEC) deve efetivar lei 11645 escolas parceria campanhas midiáticas desmistificam estigmas ligados povos nativos.",PI,0.7263021346200009
13,"Outrossim, escassa ação políticas públicas, sobretudo voltadas saúde, reflete preservação grupos indígenas isolados, vez há maior vulnerabilidade relação doenças oriundas madeireiros ilegais matas",Argumento,0.8029643719390017
13,"Ademais, Ministério Saúde deve fortalecer conselhos saúde especializados índios intermédio capacitação profissionais.",PI,0.8029999743140013
14,"Então, buscar garantir direitos configura ação ética frente sociedade moderna torna minoria.Portanto, debate demarcação terras, normativas constitucionais proteção povos tradicionais etnocídio, tematizam exemplos problemáticos Brasil.",Tese,0.7989213571115014
14,"relatórios acadêmicos Universidade Federal Pará – UFPA mostram impacto grandes construções hidrelétricas, tal Usina Belo Monte estado Pará, denunciam expulsam população indígena naquela localidade.Dessa forma, embora existam Órgãos protetores, Fundação Nacional Índio – FUNAI direitos previstos desde Constituição 1988, situações inconcebíveis acontecem.",Argumento,0.7708270633795014
14,"Darcy Ribeiro: “fomos nós criamos problema indígena”.Logo, é dever Estado estabelecer diretrizes constitucionais sérias eficazes povos tradicionais.Também, questão direitos é reconhecer nação consolida mediante valores históricos disseminação sociocultural povos constituintes.",Argumento,0.8023883018643346
14,"O Ministério Cultura então ministro Sérgio Sá Leitão devem elaborar centros especializados monitoramento 24 horas comunidades indígenas espalhadas Brasil.Sendo assim, estudantes acadêmicos Sociologia, História, Filosofia áreas afins, fariam parte desses centros ajudariam desenvolver metodologias protecionistas.",PI,0.7821335288480015
14,"Por conseguinte, precisa haver diagnóstico situações concretas, buscando identificar denunciar descasos sofridos eles, entanto, efetividade ações Órgãos competentes apresenta deficiências nessas resoluções",PI,0.7665685763690014
15,"lém disso, outro desafio comum é geralmente população vive locais difícil acesso muitas vezes não recebem atendimento médico, crianças não estudam ensino regular, adultos não trabalham dificuldade.",Argumento,0.7377956043990016
15,A tecnologia não faz tão presente nessas comunidades.A falta conhecimento inocência causadas negligências estado não prestar assistência necessitam faz apresentem ainda retrocesso grande relação à população vive cidade,Argumento,0.760701223110501
15,"Estado tentando igualdade povos mesmos direitos, é necessário incentivo atenção maior.Muitas vezes Estado faz omisso prejudica desenvolvimento dessa população",Argumento,0.799143588098001
15,"Ações afirmativas feitas governo são grande importância proteção, igualdade desses povos indígenas consigam superar desafios forma justa",PI,0.7983852361880012
15,Leis rígidas proteção dessa população fiscalização contínua terras desses indivíduos também podem positivos,PI,0.7816896427350015
15,"à dificuldade manter população indígena terras devido pressões feitas fazendeiros, posseiros não aceitam condição acham possuidores terras indígenas daquele local.Mesmo sendo resguardado direito Constituição Federal 1988, índios ainda sofrem injustiças",Tese,0.744321570661501
15,Programas específicos contínuos são necessários até consiga chegar isonomia,PI,0.794382422617001
16,"patrimônio histórico sendo conjunto bens móveis, imóveis naturais, possuam valor inestimável população.Prédios, cidades florestas são exemplos desse conceito.Logo, é extrema importância preservado, vista representa bem inestimável serve meio estudo acerca particularidades cultura povo",Tese,0.7973289985176679
16,"ciedade, guerras, dominações vitórias, vista acontecimentos ficam marcados obras arquitetônicas confeccionadas durante períodos.Isso é ratificado, exemplo, restos Muro Berlin, representa anseios sociais povo alemão durante dominação divisões territoriais, sucedeu-se durante Guerra Fria",Argumento,0.7706857690395011
16,"legado histórico é extrema importância estudo particularidades cultura população.Isso já que, através monumentos construções antigas, é possível encontra traços religião, língua cultura sociedade.A título exemplo, vale destacar hieróglifos encontrados pirâmide Gize, quais relatam história, cultura religião povo egípcio particularidades culturais, embalsamamentos pessoas morriam",Argumento,0.7613487741346677
16,"ONU( Organização Nações Unidas), parceria ONGs, deve, meio tombamentos obras forte valor simbólico obras restauração, garantir integridade proteção espaços importantes sociedade, fim garantir legado histórico estudo sociedades não perdido longo anos.",PI,0.8018254419480019
16,"Em primeira análise, cabe pontuar patrimônio histórico apresenta valor inestimável herança cultural social povo",Argumento,0.7621405286230015
17,"orque nele reside história vários povos.Mediante patrimônio material são construções, obeliscos, esculturas, museológico acervos documentais é possível entrar contato cultura povo.Portanto é estritamente importante preservação patrimônio cultural pois, nele é possível refletir então compreender passado civilização.Cada geração entra contato museu oportunidade criar novas pesquisas partir objeto documentado coleção erário.Logo, é espaço ideal estimular curiosidade, debates, promover socialização princípios cidadania, colaborar sustentabilidade transformações culturai",Argumento,0.7545242517118014
17,"02 setembro 2018 Rio Janeiro, incêndio destruiu bicentenário Museu Nacional, antes tornar-se instituição pesquisa, 1892, ocupado família real, 1808 1889.Levando ruínas coleção 20 milhões itens museu, abarcado Brasil pré-histórico período monárquico, além inúmeros artefatos diversas culturas mundo.Sendo perda inestimável não somente população brasileira, mundial, visto milhares pessoas ainda não tido oportunidade conhecer museu agora muitas outras não terão",Argumento,0.7139361641846679
17,"nte após incidente Museu Rio Janeiro necessidade investimentos meio governantes visem proteção monumentos históricos meio fiscalizações instalações elétricas, verificação condições estruturais reformas necessárias, outros incidentes não venham ocorrer.Também é necessária maior valorização museus Brasil, investimento publicidade intermédio propagandas mostre riquezas culturais Brasil, assim possibilitando maior fluxo turístico, aumentando economia país possibilitando população maiores oportunidade conhecer diversidade cultural brasileira",PI,0.7736721700320016
17,"Tornando-se, necessários muitos investimentos financeiros manutenção mesmo, mas, investir preservação museu?",Tese,0.781960108382001
18,"ndo pensamento filosófo irlândes Edmund Burke, povo não conhece história está fadado repeti-la.Portanto, é fundamental conhecer história brasileira, fim compreender formação sociedade atual.Nesse contexto, entende-se necessidade valorizar agentes históricos nação e, especial, patrimônios materiais representam.Entretanto, sabe-se descaso estatal desconhecimento população brasileira frente composição histórica ameaçam diretamente valorização patrimônio histórico nacional",Tese,0.7849201941797512
18,"Consoante Mortimer Jerome Adler livro “A arte ler”, sistema educacional cultura existem tendem perpetuar-se reciprocamente.Nesse sentido, observa-se número brasileiros visitaram Museu Louvre Paris superior número total visitantes Museu Nacional ano.Tal fato deve-se ignorância parte população relação riqueza histórica Brasil abordagem abstrata história sala aula, limitada livros didático",Argumento,0.7842267531286679
18,"Desse modo, governo deve promover parceria público-privada intuito arrecadar recursos voltados diretamente conservação história brasileira.Nas escolas universidades, Ministério Educação deve incentivar visitas museus cidades históricas, Salvador, Bahia, Ouro Preto, localizada interior Minas Gerais.",PI,0.8132586532340015
18,"trimônio histórico nação deve preservado virtude gerações futuras.Assim, processo identificação identidade nacional cada cidadão torna-se dinâmico.Todavia improbidade administrativa verificada museus, bibliotecas outras instituições correspondem patrimônio histórico brasileiro mostra-se ameaça manutenção história Brasil.O incêndio Museu Nacional falta recursos instituições mostram descaso estatal tocante valorização agentes históricos brasileiros",Argumento,0.7639587638255012
19,"cabe pontuar patrimônio histórico é suma importância desenvolvimento intelectual homem.Sob ótica célebre frase filósofo Immanuel Kant: “O humano é educação faz dele”, tem-se elementos históricos- fósseis, documentos, arquitetura, obras- fatores imprescindíveis composição identidade humana, visto homem consegue resgatar resquícios origens.Dessa forma, percebe-se impacto positivo acervo histórico causa campo educaciona",Argumento,0.7684855491733348
19,"nvém frisar reparos manutenção desses patrimônios, infraestrutura, poucos, vai comprometendo tornando-se vulnerável impactos antrópicos.Isso é evidente ocorreu setembro, Brasil, incêndio tomou conta Museu Nacional Rio Janeiro, evidenciando, portanto, falta políticas públicas evitar tal desastre.Sendo assim, fragilidade espaços antigos rastilho abandono autoridades públicas",Argumento,0.7562022423573344
19,"Nesse contexto, pode-se afirmar é incontrovertível participação autoridades públicas manutenção desses patrimônios, pois, contrário, provectos educativos terão retrocesso",Tese,0.6461178619450009
19,"Para isso, governo federal, parceria Ministério Cultura deve ampliar investimentos manutenção infraestrutura instituições históricas gerações futuras possam contato.Além disso, escolas devem promover palestras acerca importância patrimônios históricos formação intelectual indivíduos",PI,0.7831365513990012
20,"primeira instância, cabe pontuar grande parte conhecimento contemporaneidade é devido elementos históricos materiais imateriais.O escritor Gilberto Freyre já afirmava fim social, saber maior futilidades e, aplicando ideia patrimônio histórico, atende objetivo social partir momento permite surgimento teorias levam homem entender cada vez origens.Exemplo disso é teoria evolução Charles Darwin que, todo acervo documentos históricos fósseis animais, não possível continuidade estudos provectos.",Argumento,0.7489160290783348
20,"convém frisar instituições históricas espalhadas todo mundo encontram programas proteção investimentos manutenção.Um grande exemplo emblemático disso ocorreu Museu Nacional Rio Janeiro, incendiado extinguiu praticamente todos elementos históricos.Tal acontecimento rastilho abandono autoridades públicas não investiram infraestrutura necessária evitar acidentes esse.",Argumento,0.7860248988000013
20,"faz-se necessária mobilização agentes competentes solucionar problemas supracitados.Para isso, é imprescindível governo, parceria Ministério Cultura, desenvolva políticas proteção patrimônio, permitindo preservação fiscalizando qualquer tipo tentativa depredação vandalismo, instalando câmeras vigilantes",PI,0.8051119089620015
20,"Nesse contexto, pode-se afirmar conjunto bens históricos está atrelado formação intelectual indivíduo, entanto, à margem investimentos governamentais",Tese,0.7690132804480012
21,"motores economia país, agricultura brasileira é conhecida moderna extremamente produtiva.No entanto, produção concretize, é necessário utilize, dentre outros métodos, agrotóxicos.Porém, lado uso desses químicos verticaliza produção, outro causa problemas saúde humana meio ambiente.Assim, deve fomentado debate consciente tocante uso agrotóxicos Brasil",Tese,0.7759567719392513
21,"egundo dados Confederação Agricultura Pecuária Brasil (CNA), uso defensivos agrícolas é crucial Brasil, pois, devido forte utilização sistema plantação, grandes lavouras áreas agrícolas podem facilmente dizimadas só vez única praga.Sendo assim, ainda acordo CNA, defensivos promovem superprodução alimentos consequente barateamento consumidor final devido à oferta abundante.Além disso, grande estoque, supre não apenas demanda nacional, também serve reserva capital, excedente é vendido forma commodities mercado internacional, garantindo superávit balança comerci",Argumento,0.737803674438668
21,"Segundo ONG internacional Human Rights Watch (HRW), número novos casos câncer proporcional aumento uso agrotóxicos",Argumento,0.8133411198940014
21,"Não restrito apenas saúde homem, impactos ambientais também são constantes",Argumento,0.7572061882190013
21,"Fica claro, portanto, necessidade legislação promova ganhos produção tempo evite perdas saúde ecossistema",PI,0.7641360618540014
21,"Partindo dessa premissa, Ministério Agricultura deve promover, através investimentos pesquisa científica, desenvolvimento biopesticidas, desenvolvendo doenças predadores atacam determinada praga dano meio ambiente homem",PI,0.7968187804470016
21,O governo precisa incentivar pequeno agricultor produzir agricultura familiar orgânica rotação culturas,PI,0.7985770976610013
22,"undo Agência Nacional Vigilância Sanitária (ANVISA) Brasil é líder mundial uso agrotóxicos.Essa totalidade discute questão saúde pública, porque relatórios anuais Organização Nações Unidas (ONU) alertam perigos dessas substâncias organismo humano.Dessa forma, tem-se discussão econômica, ambiental saúde, geram argumentos favor agronegócio outros contra hostilidade tóxica à saúde.Então, questão é colocar equilíbrio problemáticas futuras viabilizar seriedade situação frente populaçã",Tese,0.7721090998580014
22,"é notória precisão aumentar produtividade eliminar pragas plantações, todavia, iniciativas não são ecologicamente viáveis gerarem hostilidades longo prazo, começando contaminação mananciais, peixes, toda cadeia produtiva subaquática.Então questão utilizar agrotóxicos é barato frente técnicas, também polêmicas, uso biotecnologia, transgênicos alimentos geneticamente modificados, contradição estará gastos maiores aparecimento novas doenças, ainda difíceis curar futuro.Portanto, precisa haver diagnóstico situações concretas, buscando equacionar impasses causados ecossistemas constituintes",Argumento,0.7672390236663348
22,"Com base nessas considerações, necessidade diminuir gradativamente uso é permitir cuidados ecológicos junto à fauna flora, pensar futuro promissor.Entretanto, soluções ainda precisam integrar medidas qualitativas eficazes combate excesso agrotóxicos.Para tanto, Ministério Saúde ministro Gilberto Occhi devem revisar leis viabilizam entrada desses produtos fim torná-las justas à saúde humana",PI,0.7664484361300011
22,"Mas, embora cientificismo normatize artigos provam malefícios seres humanos Sistema informação Agravos Notificação (SINAN) própria ONU relatem prejuízos hormonais, psicológicos neurais humanos, prevalece é ausência ações administrativo-política quais venham inibir demanda tóxica crescente alimentos e, consequentemente, à fisiologia seres bióticos abióticos modo geral",Argumento,0.7022780449580005
23,"pesquisa recente Associação Brasileira Saúde Coletiva apontou relação substâncias agrotóxicas doenças cunho grave como, exemplo, câncer, infertilidade distúrbios hormonais neurológicos.Não obstante, utilização produtos tóxicos alimentação brasileira — produtos já banidos países China Estados Unidos — mostra lentidão governo brasileiro adoção leis eficientes contra venenos",Argumento,0.7682378042225013
23,"baixa fiscalização, fraco incentivo consumo alimentos orgânicos conscientização precária população consumidora favorecem estado inércia país que, maneira análoga à teoria físico Isaac Newton, país permanecerá mesmos problemas até algo suficientemente capaz parar uso defensivos agrícolas agronegócio que, embora colabore sucesso plantações, é comprovadamente prejudicial à saúd",Argumento,0.7115051894290018
23,"Primeiramente, Ministério Agricultura, Pecuária Abastecimento deve investir adubamento natural, é economicamente viável pode lucrar até dobro agronegócio.Por conseguinte, ministério pode investir programas sociais fim incentivar cultivação hortaliças residências populares visitação à feiras agroecológicas, aumentando uso adubamento natural agricultura familiar.",PI,0.7583151911040015
23,"Fora literatura, Brasil destacando maiores utilizadores agrotóxicos agricultura, contaminando organismo milhões pessoas sendo responsável surgimento agravamento diversas enfermidades",Tese,0.807174916877001
24,"teoria demográfica, Thomas Malthus afirmava produção alimentos não acompanharia crescimento populacional, levaria grande calamidade mundial.Contudo, Revolução Verde, caracterizada desenvolvimento insumos agrícolas aumentou produção alimentícia.Porém, é favorável ingerir agrotóxicos diariamente benefício agricultura",Tese,0.7811130228843347
24,"indubitável problema fome não solucionado, visto dificuldade maior não é produção, sim distribuição alimentos.Além disso, Brasil é países consomem agrotóxicos uso desses insumos acarreta não só alergias intoxicações, também doenças graves câncer.Ademais, poluem águas, solo até leite materno.Pode-se afirmar, dessa forma, uso desses venenos configura perigo à sociedade meio ambient",Argumento,0.7667834515502514
24,"é complexa substituição alimentos contaminados outros livres pesticidas.Os produtos orgânicos são caros inacessíveis à maioria população, porque não há incentivo parte Governo à produção e, consequentemente, não têm capacidade competir mercado.É luta desigual bolso saúde povo brasileiro.Como população, muitos ainda passam fome, conseguirá optar alimentos orgânicos?",Argumento,0.7896269717332514
24,"torna-se necessário Governo invista, através incentivos, pequenos produtores alimentos orgânicos, fim baratear produção desses alimentos.Além mais, é preciso criada, Legislação Ambiental Brasileira, emenda estabeleça às empresas agrícolas limite uso herbicidas pesticidas plantações, favorável à saúde meio ambiente.Para mais, empresas brasileiras TI (Tecnologia Informação), financiadas Governo Federal, poderiam elaborar aplicativos divulgassem locais venda produtos orgânicos, assim análise preços, que, dessa forma, qualidade alimentação acessível povo brasileir",PI,0.777090173953335
25,"faz-se mister conciliar interesses dessa nova lei já que, passo uso desses produtos químicos melhora produtividade, concomitantemente, provoca impactos meio ambiente seres vivos.",Tese,0.7727510620960016
25,"A agricultura é atividade que, dentre tantos benefícios, tirou condição nômade homem permitiu fixar local",Argumento,0.7330731982540013
25,viver harmonia meio ambiente é tido habilidade espécies,Argumento,0.8188263813140012
25,uso agrotóxicos qualquer tipo regulamentação fere princípio harmonia,Argumento,0.8044750371570012
