text,label,wmd_rate
artistas contemporâneos cantora pitty retrata cenário música “admirável chip novo” seguinte trecho “nada orgânico tudo programado achando libertado” evidenciando falta liberdade homem diante forte interferência digital,1,0.7398786341980068
sendo assim tem-se necessidade amenizar intenso contato máquina homem possa controle decisões tornar submisso influências digitais,0,0.7347619534700076
destarte necessário maior controle campo virtual amenizar forte influência diversos sites decisões indivíduo,1,0.7561507255500073
faz-se preciso atuação governo federal criar medidas segurança parceria ministério comunicação âmbito tornar dados pessoais usuários preservados podendo punir judicialmente infratores caso invasão dessas informações,1,0.749299201140008
além disso instituições ensino órgão educador devem elucidar jovens diversificar sites costumam acessar fiquem restritos ferramenta fazendo visão mundo amplie,1,0.737909972160008
feito invenção engenhosa alan turing benéfica conjuntura social,0,0.7669433602600076
2014 simples quiz denominado “thisisyourdigitallife” acessado meio influiu vitória donald trump eleições estadunidenses 4 anos tarde escândalos envolvendo vazamento dados usuários dessa rede social,0,0.7570833324690068
nessa perspectiva manipulação informações através meio consolida internet ferramenta aquisição conhecimento torna cada vez entrelaçada decisões pessoais indivíduo silenciosa ditadura algoritmos induz desde padrão consumo formação crítica opinião associada comportamento,1,0.7362656667820074
indubitavelmente internet sob viés algoritmos assume contornos específicos vida usuário tende praticidade abrangência desses artifícios tecnológicos solucionar problemas cotidiano dados transformam informações grande valor empresas,0,0.7421185357800081
dessa maneira consumo apresenta-se fruto escolhas previamente selecionadas responsáveis criar falsa sensação liberdade pessoa restringida presença “trending topics” ilustrados publicidades,1,0.7483586954300081
paralelo vazamento dados oriundos 87 milhões perfis sendo 440 mil brasileiros relaciona-se inobservância estatal assegurar direitos segurança privacidade previstos marco civil internet lei 12965 2014 porque controle ilegal tais conteúdos incide ações tendem influenciar formação política social sociedade vez mantém-se fomentada comodidade falta verificação busca conhecimento,1,0.7285516622880066
fato tal conjuntura assemelha-se alegoria caverna proposta filósofo platão homem cômodo acorrentado caverna alimentado somente sombras mundo exterior refletido parede incapaz atingir conhecimento inteligível verdadeiro,1,0.734536650320008
diante supracitado reversão tal cenário necessário ação colaborativa ministério público ministério educação fortalecimento projeto ministério público educação digital escolas fim intensificar presença especialistas espaço escolar quais expliquem devidas medidas proteção serem tomadas internet bem fornecer orientação famílias controle uso,1,0.7527601895640085
modo mídia caráter socializador deve desenvolver comerciais televisivos quais contenham fragmentos lei 12965 exemplos cotidianos instruam população manuseio consciente dados pessoais,1,0.7330243979880084
velha máxima fernando pessoa diz homem insatisfeito bastante perceptível olharmos todas invenções feitas,0,0.7448536088970072
roda imprensa guttemberg revolucionários iphones steve jobs,0,0.8016447000180073
dias hoje porém inteligência artificial baseada códigos binários domina mundo,0,0.7425889732300074
logo embora noção algoritmos além usufruirmos ainda míopes lidar,1,0.705460582407008
inicio vale ressaltar quão benéfico tecnologia tendo reconhecimento recomendações baseadas histórico compras likes joinhas incrível trabalho algoritmos impacta inimagináveis esferas sociedade,0,0.7458340878930084
talvez grande exemplo disso audio visual entrevista responsáveis conteúdo netflix falou serie stranger things baseada cima maiores categorias serviço crianças grupos mistério suspense,0,0.7605406135060069
entanto cabe recomendação ficarmos presos senso comum,0,0.7561252039380072
divergente necessário lembrar implicações dessas sequências código binário,0,0.7502586485100077
infelizmente presos modo consumir baseado consumimos gostamos,1,0.7398108397470072
assim fácil compreensão exito famosas fake news diferentes campos afeta,0,0.7462667627100075
saúde via movimento antivacina questões políticas cambridge analítica decisiva separação reino unido união europeia brexit últimas eleições americanas vencida donald trump,0,0.7796893723230084
fica evidente portanto inegável força algoritmos vidas bem mal,0,0.7261924451430081
finalidade minimizar problemas tais medidas devem tomadas,0,0.7586848368990073
indivíduo torne super-homem nietzsche largue senso comum governo através ministérios educação comunicação devem fazer parcerias mídia propagandas intuito informar veiculados menos comercial horário nobre,1,0.7328706809880069
assim insatisfação poeta heterônimos poderiam continuar menor preocupação permanecermos miopia,0,0.7326828109600074
notório internet peça fundamental acesso conteúdos vídeos mensagem pesquisas outros,1,0.7875331347700074
além disso consegue meio algarismos códigos filtrar transmitir usuário sugestões personalizadas informações páginas sites,1,0.754824195716007
entretanto autonomia internet uso dados pode trazer certa manipulação conteúdo falsa impressão escolha,1,0.7327484049390073
convém ressaltar internet meios usados divulgação marcas produtos empresas conseguir maximização desempenho usado banco dados usuários divulgar produto acordo preferências,1,0.7617348906000081
atitude proporciona indivíduo falsa ideia escolha visto sendo induzido rede,0,0.7516161177300075
exemplo disso anúncios localizados sites personalizados partir pesquisas anteriores,0,0.769593644190008
analogamente dados ibge mostram 80 jovens usam internet diversas finalidades envio mensagem recebimento correio eletrônico receber ligações alguém,1,0.751778436578008
além disso internet usada formadora opinião gosto visto pessoas consensos divergentes expõem pensamentos rede influenciando vida jovem,1,0.7482355549980076
dessa maneira propostos certa pessoa podem manipulá-la devido falta controle informações,1,0.738796759449008
pode-se tomar exemplo opinião distorcida consumismo algo bom,0,0.7386736100800076
assim sendo internet benéfica peça pesquisa propagação conteúdo,0,0.7583333798900076
contudo pode-se tornar influenciadora opinião manipulação comportamento usuário,0,0.7321200588100076
objetivo tornar internet segura todos necessário uso consciente dessa ferramenta vê necessário preocupação pais conteúdo oferecido filho,1,0.7444498779070077
deve-se ressaltar através palestras escolas necessidade uso consciente formas prevenção contra manipulação rede,1,0.7520514491550072
imprenscíndivel haver maior transparência sites aplicativos uso dados usuário,0,0.766224799665008
dessa maneira possível combater manipulação internet,0,0.7622338851040075
declaração universal direitos humanos promulgada 1948 onu garante todo indivíduo direito liberdade escolha bem-estar social,0,0.7627626228640074
entanto controle exercido meios digitais dados produtos serviços chegam indivíduo impossibilita direitos internacionais fato colocados prática,1,0.7553281510000076
dessa forma medidas necessárias atenuar revés,0,0.7617819616090075
primeira análise cabe pontuar meios digitais controlam acesso informação cidadão,1,0.7655547478900074
porque através consultas redes socais instagram possível desenhar perfil indivíduo assim descobrir desejos opiniões fim permite grandes empresas google selecionem notícias chegam,1,0.726681017765007
ratificado exemplo caso empresa britânica cambrigde analytica selecionava organizava fatos opiniões chegavam cada usuário,0,0.7553250819030071
segundo plano vale ressaltar internet seleciona bens serviços consumidos população,1,0.7736473539300074
produz dissemina anúncios propagadas quais exaltam repassam ideias fantasiosas qualidades bens serviço oferecidos fim estimular consumos,0,0.7508652859000077
esconde restringe acesso outros representem ameaça vendas primeiros,0,0.7658781893300076
logo urge medidas tomadas pois inaceitável tal situação ocorra,0,0.7113432100020081
evidente portanto medidas tomadas direito liberdade escolha indivíduo fato respeitado,0,0.7409687052200075
dessa forma onu parceria ongs espalhadas redor deve realizar palestra seminários perigos meio digital oferece fim incitar caráter crítico vigilante indivíduo,1,0.7518576101100085
assim direitos resguardados onu fato colocados prática,0,0.7591628814300073
atual constituição federal sancionada 1988 assegura direitos cidadania nativos competências governo brasileiro,0,0.7790479474720077
oposição tal preceito população indígena ainda luta diante desafios decorrentes negligência nacional,0,0.7465341513990076
nesse contexto depreende-se expansão atividades empresariais aliada visão etnocêntrica sociedade principais rastilhos nação indígena enfrenta,1,0.7610386103790076
primeira instância cabe pontuar comunidades indígenas desde período colonial século xvi sofrem invasões terras obras desenvolvimento país,1,0.7733328078060077
ficou evidente durante governo militar médici realizaram-se construções estradas transamazônica usinas hidrelétricas intenso desmatamento atividades agropecuárias afetando portanto espaço moradia povos indígenas acarretando deslocamento outras áreas,0,0.7572617087820068
dessa forma percebe-se impacto interesses capitalistas detrimento direitos sociais ameríndios vez tira direito permanecer lugar origem,0,0.7526058759500077
ademais vale frisar nativos vítimas visão deturpada valores construída europeus historicamente primeiros contato,1,0.7478986903770072
percepção errônea naturalizada refletida obras literárias indianistas escritor josé alencar iracema transforma índio figura selvagem ingênua passiva diante atitudes exploratórias europeu,1,0.7600132913880084
sendo assim preciso desconstruir estereótipos firmados atentar verdadeiras origens necessidades povo fito preservar cultura compõe identidade nacional,0,0.7396598802480077
dado exposto faz-se necessário mobilização agentes fundações instituições combater problemáticas supracitadas,1,0.766068258993008
funai- fundação nacional indígena- deve intensificar operações proteção garantia direitos indígenas acerca terras demarcadas denunciando empresas ferirem direitos preestabelecidos assegurando indígenas posse terras,1,0.7654633531340068
outrossim instituições escolares meio docentes devem propor inovações didáticas – reservar semana ano invés somente dia data comemorativa- abordar temáticas povo elucidando importância construção identidade país cidadãos desde tenra idade aprendam respeito preservação diversidade étnica,1,0.7403437744020077
feito brasil estará cumprindo preceitos atual constituição cidadã,0,0.7826403805500076
palavras oswaldo andrade “quando português chegou debaixo duma bruta chuva vestiu índio pena,0,0.7634683458510072
manhã sol índio despido”,0,0.8105879370100076
perspectiva leitor entrar contato poema torna-se possível observar índios sofreram inúmeras mudanças cultura devido interação outros povos,1,0.7494724556580076
exemplo notável chegada jesuítas brasil catequização proporcionada mesmos forma tornar índios acessíveis interesses intensificação fieis exploração ouro,0,0.7660086659760077
segundo dados fundação nacional índio funai existem atualmente 460 mil índios residindo aldeias brasil,1,0.7799775922340071
estima-se anteriormente chegada colonizadores haviam 4 5 milhões índios terras brasileiras massacres realizados mesmos posteriormente conflitos fazendeiros garimpeiros invadiram terras indígenas contribuíram decréscimo população indígena,1,0.7608940251800081
diminuição alimentos desmatamento avanço cidades fatores motivaram parte povos indígenas migrarem centros urbanos principalmente década 50 intensificação desenvolvimento industrial,1,0.7662871507920068
logo entrada índio sociedade complicada pois maior parte dessa população estudo torna-se difícil inserção mercado trabalho sobrevivendo alguns casos apenas artesanato mão obra barata carteira assinada sendo assim maioria vive total pobreza áreas ricos possuído grandes dificuldades atendimento saúde devido forte preconceito descriminação sugere dados instituto brasileiro geografia estatística ibge 49 indígenas moram centros urbanos medo represálias tendem negar origens culturais,1,0.7131172607380089
dessa forma nota-se mudanças necessárias resolver empasse,0,0.7528802753850072
estratégias governamentais incluem índios possam viver cidades mesmos direitos demais,1,0.7490139484600075
medidas protetivas auxiliem manutenção dessa população suprindo necessidades incentivos acesso saúde leis auxiliem processos regulamentação direitos trabalhistas público assistência meio funcionários saúde promovam ampara-los,1,0.7620752886070071
pois índios parte constituinte brasil precisam valorizado sociedade,0,0.7460517018300077
descrever personagem iracema livro nome sob olhar nacionalista josé alencar caracteriza principal expressão literária época denominada indianismo,0,0.7678309800960077
tal movimento aspectos ufanistas torna índio figura central país recém independente fim criar identidade cultural brasil,0,0.7627559944500076
entretanto apesar miscigenação existente povos formadores sociedade nacional noção supremacia branca estrangeira ainda inferioriza identidade indígena após conquista direitos demarcações quais corroboram importância,1,0.7248136545720069
nesse sentido meio perífrase “a virgem lábios mel” autor atenua inocência atribuída figura indígena exemplificado exploração colonizador grupo,0,0.7519042137540081
convém ressaltar invasão europeus representou início desagregação muitas tribos consequentemente deu origem conflitos referentes demarcação territórios indígenas sinal permanecem tempos recentes dada morosidade fundação nacional índio funai respeito homologação inúmeras áreas destinadas povos nativos contraponto resistência grandes empresários agricultores,1,0.7414230655650084
dessa forma tais disputas indicam reflexo aculturação sofrida índios constante luta enfrentada manterem cultura sociedade contemporânea,1,0.7515745152000077
paralelo apesar avanços legislativos estatuto idoso lei 11645 inclui história cultura afrodescendente indígena grade curricular escolas visão conferida índios permanece socialmente estigmatizada,1,0.723775920325007
assim concepção generalizada indígena fadado praticas primitivas vida isolado tribos fortificam estereótipos dificultam integração meio coletivo,1,0.7448245171900078
outrossim escassa ação políticas públicas sobretudo voltadas saúde reflete preservação grupos indígenas isolados vez maior vulnerabilidade relação doenças oriundas madeireiros ilegais matas,1,0.7483966202700071
infere-se portanto atuação estado valorização índio intuito integra-lo comunhão nacional,1,0.7413629071900075
poder executivo funai têm agilizar estudos demarcações referentes terras indígenas bem intensificar fiscalização policial reservas fim manter defesa certas tribos,1,0.762585340220008
ademais ministério saúde deve fortalecer conselhos saúde especializados índios intermédio capacitação profissionais,1,0.7688376699540077
fim ministério educação mec deve efetivar lei 11645 escolas parceria campanhas midiáticas desmistificam estigmas ligados povos nativos,1,0.7658037863640077
segundo organização nações unidas educação ciência cultura – unesco “a representatividade indígena constitui alicerce cultural histórico dentro país,0,0.7600826458500076
buscar garantir direitos configura ação ética frente sociedade moderna torna minoria,1,0.7603023676410081
portanto debate demarcação terras normativas constitucionais proteção povos tradicionais etnocídio tematizam exemplos problemáticos brasil,1,0.750831840743007
nesse contexto relatórios acadêmicos universidade federal pará – ufpa mostram impacto grandes construções hidrelétricas tal usina belo monte estado pará denunciam expulsam população indígena naquela localidade,1,0.768608931570008
dessa forma embora existam órgãos protetores fundação nacional índio – funai direitos previstos desde constituição 1988 situações inconcebíveis acontecem,1,0.7421054026480081
vezes falta conscientização sensibilidade caráter construção país ético democrático,0,0.772083433344008
conseguinte precisa haver diagnóstico situações concretas buscando identificar denunciar descasos sofridos entanto efetividade ações órgãos competentes apresenta deficiências nessas resoluções,1,0.737935537260008
dizia antropólogo darcy ribeiro “fomos criamos problema indígena”,0,0.7750555321500077
logo dever estado estabelecer diretrizes constitucionais sérias eficazes povos tradicionais,0,0.7589240494300075
questão direitos reconhecer nação consolida mediante valores históricos disseminação sociocultural povos constituintes,1,0.7583931379760076
base nessas considerações discussões envolvendo índios geram problemáticas sérias falta gestão política comprometida interesses capitalistas grandes empresas,0,0.7606090882320077
todavia outras soluções imprescindíveis resolver impasse,0,0.7446973887480075
ministério cultura ministro sérgio sá leitão devem elaborar centros especializados monitoramento 24 horas comunidades indígenas espalhadas brasil,1,0.7754766598620076
sendo assim estudantes acadêmicos sociologia história filosofia áreas afins fariam parte desses centros ajudariam desenvolver metodologias protecionistas,1,0.7518009330180077
posto nova geração cidadãos equacionarão país justo politicamente correto,0,0.7682033993280081
pensar respeito desafios povos indígenas brasil possível afirmar ainda existem muitas barreiras serem superadas,0,0.7430481234440072
aponta necessidade trabalho maior feito estado prol proteção igualdade desses povos,0,0.7592481447330081
desafios bem recorrentes sendo noticiado jornais relaciona dificuldade manter população indígena terras devido pressões feitas fazendeiros posseiros aceitam condição acham possuidores terras indígenas daquele local,1,0.745071998490008
sendo resguardado direito constituição federal 1988 índios ainda sofrem injustiças,0,0.7555036703700075
além disso outro desafio comum geralmente população vive locais difícil acesso muitas vezes recebem atendimento médico crianças estudam ensino regular adultos trabalham dificuldade,1,0.7441763949280069
tecnologia faz tão presente nessas comunidades,1,0.7637131011970074
falta conhecimento inocência causadas negligências estado prestar assistência necessitam faz apresentem ainda retrocesso grande relação população vive cidades,1,0.742822727098008
ademais estado tentando igualdade povos mesmos direitos necessário incentivo atenção maior,1,0.753076008363008
muitas vezes estado faz omisso prejudica desenvolvimento dessa população,1,0.753846024891008
programas específicos contínuos necessários consiga chegar isonomia,1,0.7637676762960073
leis rígidas proteção dessa população fiscalização contínua terras desses indivíduos podem positivos,1,0.7584158404990077
assim necessidade apontada inicialmente mostra ainda premente virtude existir insegurança relação terras dificuldades locomoção omissão estado alguns aspectos,0,0.718197669086008
ações afirmativas feitas governo grande importância proteção igualdade desses povos indígenas consigam superar desafios forma justa,1,0.7587917175000077
define-se patrimônio histórico sendo conjunto bens móveis imóveis naturais possuam valor inestimável população,1,0.7666934458020072
prédios cidades florestas exemplos conceito,1,0.7925135657100076
logo extrema importância preservado vista representa bem inestimável serve meio estudo acerca particularidades cultura povo,1,0.7450334044370075
primeira análise cabe pontuar patrimônio histórico apresenta valor inestimável herança cultural social povo,1,0.7592586358290072
porque representa acontecimentos marcantes história sociedade guerras dominações vitórias vista acontecimentos ficam marcados obras arquitetônicas confeccionadas durante períodos,1,0.7576845615150081
ratificado exemplo restos muro berlin representa anseios sociais povo alemão durante dominação divisões territoriais sucedeu-se durante guerra fria,1,0.762722247566008
segundo plano importante destacar legado histórico extrema importância estudo particularidades cultura população,1,0.7733392230220077
através monumentos construções antigas possível encontra traços religião língua cultura sociedade,1,0.770081070576008
título exemplo vale destacar hieróglifos encontrados pirâmide gize quais relatam história cultura religião povo egípcio particularidades culturais embalsamamentos pessoas morriam,1,0.753323278410008
evidente portanto medidas devem tomadas fim garantir manutenção proteção patrimônio histórico,0,0.739825028226008
diante disso onu organização nações unidas parceria ongs deve meio tombamentos obras forte valor simbólico obras restauração garantir integridade proteção espaços importantes sociedade fim garantir legado histórico estudo sociedades perdido longo anos,1,0.7554280622900077
museu louvre maior museu arte mundo visitado,0,0.8143796971470076
sendo monumento histórico paris marco central cidade localizado palácio louvre construído fortaleza final século xii xiii sob reinado felipe ii localizado margens direita rio sena,0,0.7973850525200085
durante revolução francesa assembleia nacional constituinte decretou louvre deveria usado museu exibir obras primas nação,0,0.7805014557510074
museu crescendo cada vez intermédio doações antiguidades egípcias gregas artes islâmicas artes decorativas desenhos impressões pinturas,0,0.7865582194100077
tornando-se necessários muitos investimentos financeiros manutenção investir preservação museu,1,0.7864700686740081
porque nele reside história vários povos,1,0.7409848881650074
mediante patrimônio material construções obeliscos esculturas museológico acervos documentais possível entrar contato cultura povo,1,0.7675544816750071
portanto estritamente importante preservação patrimônio cultural pois nele possível refletir compreender passado civilização,1,0.7084281627420073
cada geração entra contato museu oportunidade criar novas pesquisas partir objeto documentado coleção erário,1,0.763682677331007
logo espaço ideal estimular curiosidade debates promover socialização princípios cidadania colaborar sustentabilidade transformações culturais,1,0.7608070617420071
entanto 02 setembro 2018 rio janeiro incêndio destruiu bicentenário museu nacional antes tornar-se instituição pesquisa 1892 ocupado família real 1808 1889,1,0.7766695592940085
levando ruínas coleção 20 milhões itens museu abarcado brasil pré-histórico período monárquico além inúmeros artefatos diversas culturas mundo,1,0.7653810581780081
sendo perda inestimável somente população brasileira mundial visto milhares pessoas ainda tido oportunidade conhecer museu agora muitas outras,1,0.744307286054008
torna-se evidente após incidente museu rio janeiro necessidade investimentos meio governantes visem proteção monumentos históricos meio fiscalizações instalações elétricas verificação condições estruturais reformas necessárias outros incidentes venham ocorrer,1,0.7476289803270071
necessária maior valorização museus brasil investimento publicidade intermédio propagandas mostre riquezas culturais brasil assim possibilitando maior fluxo turístico aumentando economia país possibilitando população maiores oportunidade conhecer diversidade cultural brasileira,1,0.7512688785780071
segundo pensamento filosófo irlândes edmund burke povo conhece história fadado repeti-la,1,0.7672624785900081
portanto fundamental conhecer história brasileira fim compreender formação sociedade atual,1,0.7554707797100074
nesse contexto entende-se necessidade valorizar agentes históricos nação especial patrimônios materiais representam,1,0.7442231595200076
entretanto sabe-se descaso estatal desconhecimento população brasileira frente composição histórica ameaçam diretamente valorização patrimônio histórico nacional,1,0.7429835944500076
primeira análise deve-se pontuar estudo história âmbito escolar,0,0.7745364830300077
consoante mortimer jerome adler livro “a arte ler” sistema educacional cultura existem tendem perpetuar-se reciprocamente,1,0.7485370479990074
nesse sentido observa-se número brasileiros visitaram museu louvre paris 2017 superior número total visitantes museu nacional ano,1,0.7696815911230077
tal fato deve-se ignorância parte população relação riqueza histórica brasil abordagem abstrata história sala aula limitada livros didáticos,1,0.747813991114008
ademais patrimônio histórico nação deve preservado virtude gerações futuras,1,0.747848748075008
assim processo identificação identidade nacional cada cidadão torna-se dinâmico,1,0.7525192640040081
todavia improbidade administrativa verificada museus bibliotecas outras instituições correspondem patrimônio histórico brasileiro mostra-se ameaça manutenção história brasil,1,0.7543264759140076
incêndio museu nacional falta recursos instituições mostram descaso estatal tocante valorização agentes históricos brasileiros,1,0.7746168700460071
portanto observa-se importância acervo histórico brasileiro através compreensão história nacional,0,0.7485288682900074
modo governo deve promover parceria público-privada intuito arrecadar recursos voltados diretamente conservação história brasileira,1,0.7589965601910071
escolas universidades ministério educação deve incentivar visitas museus cidades históricas salvador bahia ouro preto localizada interior minas gerais,1,0.7928221329200081
