id,label,text
5,PI,"Diante do exposto, a fim de que efetivação dos direitos entre os jovens reverta a sua associação a criminalidade, é necessário que o Ministério do Trabalho (MT) em parceria ao Ministério da Educação (MEC) fortaleça a Lei da Aprendizagem nas escolas em áreas de baixas rendas com o intuito de inserir os alunos a funções produtivas, bem como geração de renda àqueles que habitam situações de vulnerabilidade social."
5,PI,"Por fim, o Centro de Referência Especializado de Assistência Social (Creas), deve atuar através de profissionais da área, tanto no suporte jurídico e social tanto as famílias em risco, quanto no monitoramento daqueles que cumprem medidas socioeducativas."
5,nao_argumento,"Em 2017, um dado proferido pela Organização das Nações Unidas (ONU) delineou o Brasil como o sétimo país com maiores taxas de morte entre jovens."
5,nao_argumento,"Nessa perspectiva, apesar de recente, tal pesquisa reflete um cenário alicerçado na formação desigual do país, e que, portanto, mostra-se ineficaz em garantir efetivamente as normas necessárias ao desenvolvimento do sujeito."
5,nao_argumento,"De fato, tal conjuntura relaciona-se à Teoria do Controle Social proposta pelo sociólogo Travis Hirschi: crimes ocorrem quando os laços sociais que o indivíduo mantém com sociedade se encontram enfraquecidos ou rompidos."
5,nao_argumento,"Desse modo, pautada em uma realidade a qual se distancia cada vez mais de modelos que vinculem esforços a êxitos, muitas vezes realização de atos ilícitos é ocasionada por uma tentativa de equiparar as falhas existentes no meio social do indivíduo."
5,nao_argumento,"Poder-se-á, assim, equiparar as oportunidades de desenvolvimento entre os jovens no Brasil."
6,tese,"Nesse contexto, pode-se afirmar que o uso demasiado da tecnologia no dia a dia do homem corrobora na tentativa de torna-lo obediente às influências digitais."
6,argumento,"Em primeira instância, cabe pontuar que a busca pela praticidade e conforto do homem estreitou a relação desse com a tecnologia."
6,argumento,"Isso passou a ser evidente a partir do século XIX com a Revolução Industrial, quando a mão de obra passou a ser substituída pelas máquinas."
6,argumento,"Além da finalidade produtiva, a tecnologia também se destaca no campo da comunicação, uma vez que permite ao indivíduo um maior alcance de suas mensagens e o faz em tempo real, facilitando, portanto, a interação comunicativa dos usuários."
6,argumento,"Ademais, vale frisar que esse uso exacerbado da tecnologia permite que ela atue nas decisões do homem por meio do sistema de controle de dados que é capaz de ter acesso as preferências dos internautas e, assim, moldar sua forma de pensar."
6,argumento,"Artistas contemporâneos, como a cantora Pitty, retrata esse cenário na música “Admirável Chip Novo” no seguinte trecho: “Nada é orgânico, é tudo programado e eu achando que tinha me libertado”, evidenciando a falta de liberdade do homem diante da forte interferência digital."
6,PI,"Destarte, é necessário que haja um maior controle no campo virtual para amenizar a forte influência de diversos sites nas decisões do indivíduo."
6,PI,"Para isso, faz-se preciso a atuação do Governo Federal para criar medidas de segurança, em parceria com o Ministério da Comunicação, no âmbito de tornar os dados pessoais dos usuários mais preservados, podendo punir judicialmente os infratores em caso de invasão dessas informações."
6,PI,"Além disso, as instituições de ensino, como órgão educador, devem elucidar os jovens sobre diversificar os sites que eles costumam acessar para que eles não fiquem restritos a uma só ferramenta, fazendo com que sua visão de mundo se amplie."
6,nao_argumento,"O computador, criado por Alan Turing, tinha como principal finalidade decifrar códigos alemães durante guerras."
6,nao_argumento,"Posteriormente, conforme as necessidades das épocas, tal máquina passou a desempenhar e ampliar suas funções."
6,nao_argumento,"Dessa forma, percebe-se a forte presença e necessidade dos aparatos tecnológicos no cotidiano da sociedade."
6,nao_argumento,"Sendo assim, tem-se uma necessidade de amenizar esse intenso contato da máquina com o homem para que esse possa ter o controle de suas decisões e não se tornar submisso às influências digitais."
6,nao_argumento,"Feito isso, a invenção engenhosa do Alan Turing será mais benéfica a conjuntura social."
7,tese,"Nessa perspectiva, manipulação de informações através desse meio, consolida à internet não só como uma ferramenta de aquisição ao conhecimento, mas também a torna cada vez mais entrelaçada às decisões pessoais do indivíduo, que pela silenciosa ditadura dos algoritmos, o induz desde um padrão de consumo, até mesmo a formação crítica de opinião associada a seu comportamento."
7,argumento,"Dessa maneira, o consumo apresenta-se como fruto de escolhas previamente selecionadas e responsáveis por criar uma falsa sensação de liberdade à pessoa, que é restringida pela presença dos “trending topics” ilustrados por publicidades."
7,argumento,"Paralelo a isso, o vazamento dos dados oriundos de 87 milhões de perfis do Facebook, sendo 440 mil brasileiros, relaciona-se à inobservância estatal em assegurar os direitos à segurança e privacidade previstos no Marco Civil da Internet (lei 12965/2014), isso porque, o controle ilegal de tais conteúdos incide em ações que tendem a influenciar formação política e social da sociedade, que por sua vez mantém-se fomentada pela comodidade e falta de verificação na busca de conhecimento."
7,argumento,"De fato, tal conjuntura, assemelha-se à Alegoria da Caverna proposta pelo filósofo Platão: o homem cômodo, acorrentado à caverna e alimentado somente pelas sombras do mundo exterior refletido na parede seria incapaz de atingir o conhecimento inteligível, isto é, verdadeiro."
7,PI,"Diante do supracitado, para reversão de tal cenário, é necessário ação colaborativa entre o Ministério Público e o Ministério da Educação no fortalecimento do Projeto Ministério Público pela Educação Digital nas Escolas a fim de intensificar presença de especialistas no espaço escolar os quais expliquem as devidas medidas proteção a serem tomadas na internet, bem como fornecer orientação as famílias no controle desse uso."
7,PI,"De mesmo modo, a mídia, com seu caráter socializador, deve desenvolver comerciais televisivos os quais contenham de fragmentos da lei 12965 ou exemplos cotidianos que instruam população ao manuseio consciente de seus dados pessoais."
7,nao_argumento,"Em 2014, um simples quiz denominado de “thisisyourdigitallife”, acessado por meio do Facebook, influiu à vitória de Donald Trump nas eleições estadunidenses, e 4 anos mais tarde, nos escândalos envolvendo o vazamento de dados dos usuários dessa rede social."
7,nao_argumento,"Indubitavelmente, a internet, sob o viés da Era dos Algoritmos, assume contornos específicos na vida do usuário, que tende pela praticidade e abrangência desses artifícios tecnológicos, a solucionar problemas de seu cotidiano, já que seus dados se transformam em informações de grande valor às empresas."
8,tese,"Logo, embora tenhamos noção dos algoritmos, além de usufruirmos do mesmo, ainda somos míopes ao lidar com elas."
8,argumento,"De inicio, vale ressaltar o quão benéfico para nós essa tecnologia é."
8,argumento,Infelizmente já estamos presos a esse modo de consumir baseado no que já consumimos e gostamos.
8,PI,"Para que o indivíduo se torne o super-homem de Nietzsche e largue o senso comum, o governo através dos Ministérios da Educação e Comunicação devem fazer parcerias com a mídia em que propagandas com o intuito de nos informar seriam veiculados em pelo menos um comercial em horário nobre."
8,nao_argumento,"A velha máxima de Fernando Pessoa em que ele diz ""ser homem é ser insatisfeito"" é bastante perceptível ao olharmos todas as invenções feitas."
8,nao_argumento,"Roda, imprensa de Guttemberg, até os revolucionários Iphones de Steve Jobs."
8,nao_argumento,"Nos dias de hoje, porém, a inteligência artificial baseada em códigos binários domina o mundo."
8,nao_argumento,"Mesmo tendo um reconhecimento de recomendações baseadas em nosso histórico de compras, likes, joinhas é incrível como o trabalho dos algoritmos impacta inimagináveis esferas da sociedade."
8,nao_argumento,"Talvez um grande exemplo disso esteja no audio/visual, quando em uma entrevista um dos responsáveis pelo conteúdo da netflix falou que a serie ""Stranger Things"" foi baseada em cima das maiores categorias do serviço: crianças, grupos, mistério e suspense."
8,nao_argumento,No entanto cabe a recomendação de não ficarmos presos ao senso comum.
8,nao_argumento,Divergente a isso é necessário lembrar das implicações dessas sequências de código binário.
8,nao_argumento,Assim é de fácil compreensão o exito das famosas fake news que em diferentes campos nos afeta.
8,nao_argumento,Seja na saúde via o movimento antivacina ou até em questões políticas como a cambridge analítica que foi decisiva na separação do Reino Unido da União Europeia Brexit e nas últimas eleições americanas vencida por Donald Trump.
8,nao_argumento,"Fica evidente, portanto, a inegável força dos algoritmos em nossas vidas seja para o bem ou para o mal."
8,nao_argumento,"Com a finalidade de minimizar os problemas, tais medidas devem ser tomadas."
8,nao_argumento,"Assim, a insatisfação do poeta dos heterônimos e a nossa poderiam continuar sem a menor preocupação de permanecermos com a nossa miopia."
9,tese,"É notório que a internet é peça fundamental para o acesso de conteúdos como vídeos, mensagem, pesquisas, entre outros."
9,tese,"Além disso, ela consegue, por meio de algarismos e códigos, filtrar e transmitir ao usuário sugestões personalizadas de informações e páginas de sites."
9,tese,"Entretanto, essa autonomia da internet com o uso dos dados pode trazer uma certa manipulação de conteúdo e uma falsa impressão de escolha."
9,argumento,"Convém ressaltar que a internet é um dos meios usados para a divulgação de marcas e produtos pelas empresas e, para conseguir uma maximização de desempenho, é usado o banco de dados dos usuários para divulgar o produto de acordo com as suas preferências."
9,argumento,"Analogamente, dados do IBGE mostram que mais de 80% dos jovens usam a internet para diversas finalidades como o envio de mensagem, recebimento de correio eletrônico e receber ligações de alguém."
9,argumento,"Além disso, a internet é usada como formadora de opinião e de gosto visto que pessoas com consensos divergentes expõem seus pensamentos na rede, influenciando a vida do jovem."
9,argumento,"Dessa maneira, dos propostos à certa pessoa podem manipulá-la devido a falta de controle de informações."
9,PI,Com o objetivo de tornar a internet mais segura para todos é necessário o uso consciente dessa ferramenta como também se vê necessário uma preocupação dos pais com o conteúdo oferecido ao seu filho.
9,PI,"Deve-se ressaltar, através de palestras em escolas a necessidade do uso consciente e formas de prevenção contra a manipulação na rede."
9,PI,E é imprenscíndivel haver uma maior transparência dos sites e aplicativos com o uso dos dados do usuário. Dessa maneira será possível combater a manipulação a internet.
9,nao_argumento,Essa atitude proporciona ao indivíduo uma falsa ideia de escolha visto que ele está sendo induzido pela rede.
9,nao_argumento,Um exemplo disso são os anúncios localizados nos sites que são personalizados a partir de pesquisas anteriores.
9,nao_argumento,Pode-se tomar como exemplo a opinião distorcida que consumismo é algo bom.
9,nao_argumento,"Assim sendo, a internet é uma benéfica peça de pesquisa e de propagação de conteúdo."
9,nao_argumento,"Contudo, pode-se tornar influenciadora de opinião e de manipulação do comportamento do usuário."
9,nao_argumento,E é imprenscíndivel haver uma maior transparência dos sites e aplicativos com o uso dos dados do usuário.
9,nao_argumento,Dessa maneira será possível combater a manipulação a internet.
10,tese,"No entanto, o controle exercido pelos meios digitais sobre o dados, produtos e serviços que chegam ao indivíduo impossibilita que esses direitos internacionais sejam de fato colocados em prática."
10,argumento,"Em primeira análise, cabe pontuar que os meios digitais controlam o acesso à informação pelo cidadão."
10,argumento,"Isto porque, através de consultas as redes socais, como Facebook e Instagram, é possível desenhar o perfil do indivíduo e, assim, descobrir seus desejos e opiniões e, por fim, permite que grandes empresas, como o Google, selecionem as notícias que chegam a este."
10,argumento,"Em segundo plano, vale ressaltar que a internet seleciona os bens e serviços que são consumidos pela população."
10,PI,"Dessa forma, a ONU, em parceria com ONGs espalhadas ao redor, deve realizar palestra e seminários sobre os perigos que o meio digital oferece, a fim de incitar o caráter crítico e vigilante do indivíduo."
10,nao_argumento,"A Declaração Universal dos Direitos Humanos, promulgada em 1948 pela ONU, garante a todo indivíduo o direito à liberdade de escolha e ao bem-estar social."
10,nao_argumento,"Dessa forma, medidas são necessárias para atenuar esse revés."
10,nao_argumento,"Isso é ratificado, por exemplo, no caso da empresa britânica Cambrigde Analytica, a qual selecionava e organizava os fatos e opiniões que chegavam a cada usuário do Facebook."
10,nao_argumento,"Isso já que esta produz e dissemina anúncios e propagadas, as quais exaltam e repassam ideias fantasiosas sobre as qualidades dos bens ou serviço oferecidos, a fim de estimular seus consumos."
10,nao_argumento,"Mas também, esconde e restringe o acesso aos outros para que estes não representem uma ameaça as vendas dos primeiros."
10,nao_argumento,"Logo, urge que medidas sejam tomadas, pois é inaceitável que tal situação ocorra."
10,nao_argumento,"É evidente, portanto, que medidas sejam tomadas, para que o direito de liberdade de escolha do indivíduo seja de fato respeitado."
10,nao_argumento,"E, assim, os direitos resguardados pela ONU sejam de fato colocados em prática."
11,tese,"Nesse contexto, depreende-se que a expansão de atividades empresariais aliada a visão etnocêntrica da sociedade são os principais rastilhos que a nação indígena enfrenta."
11,argumento,"Em primeira instância, cabe pontuar que comunidades indígenas, desde o período colonial, no século XVI, sofrem com as invasões de suas terras pelas obras de desenvolvimento do país."
11,argumento,"Ademais, vale frisar que os nativos são vítimas de uma visão deturpada de seus valores, construída pelos europeus que, historicamente, foram os primeiros a ter contato."
11,argumento,"Essa percepção errônea e naturalizada é refletida em obras literárias indianistas como a do escritor José de Alencar, Iracema, a qual transforma o índio numa figura selvagem, ingênua e passiva diante das atitudes exploratórias do europeu."
11,PI,"Dado o exposto, faz-se necessário uma mobilização de agentes como fundações e instituições para combater as problemáticas supracitadas."
11,PI,"Para isso, a FUNAI- Fundação Nacional Indígena- deve intensificar suas operações sobre a proteção e garantia dos direitos indígenas acerca de suas terras demarcadas, denunciando empresas que ferirem esses direitos preestabelecidos e, assegurando aos indígenas, a posse de suas terras."
11,PI,"Outrossim, as instituições escolares, por meio de seus docentes, devem propor inovações didáticas – reservar uma semana do ano, ao invés de somente um dia da data comemorativa-, para abordar temáticas desse povo, elucidando sua importância na construção da identidade do país para que cidadãos, desde a sua tenra idade, aprendam sobre o respeito e preservação da diversidade étnica."
11,nao_argumento,"A atual Constituição Federal, sancionada em 1988, assegura direitos de cidadania aos nativos como competências do governo brasileiro."
11,nao_argumento,"Em oposição a tal preceito, a população indígena ainda luta diante dos desafios decorrentes da negligência nacional."
11,nao_argumento,"Isso ficou evidente durante o governo militar de Médici, no qual realizaram-se construções de estradas como a Transamazônica, usinas hidrelétricas e um intenso desmatamento para atividades agropecuárias, afetando, portanto, o espaço de moradia dos povos indígenas, acarretando no seu deslocamento para outras áreas."
11,nao_argumento,"Dessa forma, percebe-se o impacto dos interesses capitalistas em detrimento dos direitos sociais dos ameríndios, uma vez que tira deles o direito de permanecer em seu lugar de origem."
11,nao_argumento,"Sendo assim, é preciso desconstruir os estereótipos firmados e se atentar às verdadeiras origens e necessidades desse povo, com o fito de preservar essa cultura que compõe a identidade nacional."
11,nao_argumento,"Feito isso, o Brasil estará cumprindo com os preceitos da atual Constituição cidadã."
12,tese,"Na perspectiva do leitor ao entrar em contato com o poema torna-se, possível observar que os índios sofreram inúmeras mudanças em sua cultura devido a interação com outros povos."
12,argumento,"Segundo os dados da Fundação Nacional do índio (Funai) existem atualmente, 460 mil índios residindo em aldeias no Brasil."
12,argumento,"Estima-se que anteriormente a chegada dos colonizadores haviam de 4 a 5 milhões de índios em terras brasileiras, mas os massacres realizados pelos mesmos e, posteriormente, os conflitos com fazendeiros e garimpeiros que invadiram terras indígenas contribuíram para a decréscimo da população indígena."
12,argumento,"A diminuição dos alimentos, desmatamento e o avanço das cidades foram fatores que motivaram parte dos povos indígenas a migrarem para os centros urbanos, principalmente na década 50, com a intensificação do desenvolvimento industrial."
12,argumento,"Logo, a entrada do índio na sociedade é complicada, pois a maior parte dessa população não tem estudo e torna-se difícil sua inserção no mercado de trabalho, sobrevivendo em alguns casos apenas do artesanato, ou da mão de obra barata sem carteira assinada, sendo assim a maioria vive em total pobreza, em áreas de ricos, possuído grandes dificuldades no atendimento de saúde, devido ao forte preconceito e a descriminação como sugere os dados do Instituto Brasileiro de Geografia e Estatística (IBGE) 49% dos indígenas que moram nos centros urbanos por medo de represálias tendem a negar suas origens culturais."
12,PI,Estratégias governamentais que incluem que os índios possam viver nas cidades e ter os mesmos direitos dos demais.
12,PI,"E medidas protetivas que auxiliem na manutenção dessa população, suprindo suas necessidades como incentivos, e acesso a saúde, leis que auxiliem nos processos regulamentação dos direitos trabalhistas para esse público e assistência por meio de funcionários da saúde que promovam ampara-los."
12,nao_argumento,Nas palavras de Oswaldo de Andrade: “Quando o português chegou debaixo duma bruta chuva vestiu o índio que pena!
12,nao_argumento,Fosse uma manhã de sol o índio tinha despido”.
12,nao_argumento,"Um exemplo notável foi a chegada dos Jesuítas ao Brasil, e a catequização proporcionada pelos mesmos como forma de tornar os índios acessíveis aos seus interesses, como intensificação de fieis e a exploração de ouro."
12,nao_argumento,"Dessa forma, nota-se que mudanças são necessárias para resolver esse empasse."
12,nao_argumento,"Pois, os índios são parte constituinte do Brasil, e precisam ser mais valorizado pela sociedade."
13,tese,"Entretanto, apesar da miscigenação existente sobre os povos formadores da sociedade nacional, a noção de uma supremacia branca e estrangeira ainda inferioriza a identidade indígena mesmo após a conquista de direitos e demarcações as quais corroboram a sua importância."
13,argumento,"Convém ressaltar que a invasão dos europeus representou o início da desagregação de muitas tribos, e consequentemente deu origem a conflitos referentes a demarcação de territórios indígenas, que por sinal permanecem até os tempos mais recentes, dada a morosidade da Fundação Nacional do Índio (FUNAI) a respeito da homologação de inúmeras áreas destinadas aos povos nativos, em contraponto a resistência de grandes empresários e agricultores."
13,argumento,"Dessa forma, tais disputas indicam não só o reflexo da aculturação sofrida pelos índios, mas também a constante luta enfrentada por esses para manterem a sua cultura na sociedade contemporânea."
13,argumento,"Paralelo a isso, apesar dos avanços legislativos como o Estatuto do Idoso e a lei 11645, a qual inclui a História e cultura afrodescendente e indígena na grade curricular das escolas, a visão conferida aos índios permanece socialmente estigmatizada."
13,argumento,"Assim, a concepção generalizada de um indígena fadado à praticas primitivas de vida e isolado em tribos fortificam estereótipos e dificultam a sua integração ao meio coletivo."
13,argumento,"Outrossim, a escassa ação de políticas públicas, sobretudo voltadas a saúde, reflete na preservação de grupos indígenas isolados, uma vez que há maior vulnerabilidade em relação as doenças oriundas de madeireiros ilegais nas matas."
13,PI,"Infere-se, portanto, a atuação do Estado na valorização do índio com o intuito de integra-lo a comunhão nacional."
13,PI,"Para isso o Poder Executivo e a FUNAI têm de agilizar os estudos e demarcações referentes às terras indígenas, bem como intensificar a fiscalização policial de reservas a fim de manter defesa de certas tribos."
13,PI,"Ademais, o Ministério da Saúde deve fortalecer os conselhos de saúde especializados aos índios por intermédio da capacitação de profissionais."
13,PI,"Por fim, o Ministério da Educação (MEC) deve efetivar a lei 11645 nas escolas em parceria a campanhas midiáticas que desmistificam os estigmas ligados aos povos nativos."
13,nao_argumento,"Ao descrever a personagem Iracema no livro de mesmo nome, sob um olhar nacionalista, José de Alencar caracteriza a principal expressão literária da época, denominada de Indianismo."
13,nao_argumento,"Tal movimento, com aspectos ufanistas, torna o índio a figura central do país recém independente, a fim de se criar uma identidade cultural ao Brasil."
13,nao_argumento,"Nesse sentido, por meio da perífrase “a virgem dos lábios de mel” o autor atenua a inocência atribuída a figura indígena, exemplificado pela exploração do colonizador sobre esse grupo."
14,tese,"Então, buscar garantir seus direitos configura ação ética frente uma sociedade moderna que os torna minoria."
14,tese,"Portanto, quando se debate demarcação de terras, normativas constitucionais de proteção aos povos tradicionais e etnocídio, tematizam exemplos problemáticos no Brasil."
14,argumento,"Nesse contexto, relatórios acadêmicos da Universidade Federal do Pará – UFPA mostram o impacto das grandes construções hidrelétricas, tal como a Usina de Belo Monte no estado do Pará, pelo qual denunciam a expulsam da população indígena naquela localidade."
14,argumento,"Dessa forma, embora existam Órgãos protetores, como a Fundação Nacional do Índio – FUNAI e direitos previstos desde a Constituição de 1988, situações inconcebíveis acontecem."
14,argumento,"E como já dizia o antropólogo Darcy Ribeiro: “fomos nós que criamos o problema indígena”. Logo, é dever de Estado estabelecer diretrizes constitucionais sérias e eficazes aos povos tradicionais."
14,argumento,"Também, mais que uma questão de direitos é reconhecer que uma nação se consolida mediante seus valores históricos e a disseminação sociocultural dos povos constituintes."
14,PI,O Ministério da Cultura e seu então ministro Sérgio Sá Leitão devem elaborar centros especializados de monitoramento 24 horas em comunidades indígenas espalhadas pelo Brasil.
14,PI,"Sendo assim, estudantes acadêmicos de Sociologia, História, Filosofia e áreas afins, fariam parte desses centros e ajudariam a desenvolver metodologias protecionistas."
14,PI,"Por conseguinte, precisa haver um diagnóstico de situações concretas, buscando identificar e denunciar os descasos sofridos por eles, no entanto, a efetividade das ações dos Órgãos competentes apresenta deficiências nessas resoluções."
14,nao_argumento,"Segundo a Organização das Nações Unidas para a Educação, a Ciência e a Cultura – UNESCO: “a representatividade indígena constitui alicerce cultural e histórico dentro do país."
14,nao_argumento,"Por isso, às vezes não falta conscientização, mas sensibilidade e caráter na construção de um país ético e democrático."
14,nao_argumento,E como já dizia o antropólogo Darcy Ribeiro: “fomos nós que criamos o problema indígena”.
